player_match_sk,playermatch_key,match_id,player_id,player_name,dob,batting_hand,bowling_skill,country_name,role_desc,player_team,opposit_team,season_year,is_manofthematch,age_as_on_match,isplayers_team_won,batting_status,bowling_status,player_captain,opposit_captain,player_keeper,opposit_keeper,dob_cleaned
-1,-1.0000000000,-1,-1,N/a,,Blank,Blank,Blank,Blank,Blank,Blank,,,,,Blank,Blank,Blank,Blank,Blank,Blank,
12694,,335987,6,R Dravid,,Right-hand Bat,Right-arm Offbreak,India,Captain,Royal Challengers Bangalore,Kolkata Knight Riders,2008,,35,,Blank,Blank,R Dravid,Sc Ganguly,Mv Boucher,Wp Saha,
12697,,335987,9,Jh Kallis,,Right-hand Bat,Right-arm Fast-medium,South Africa,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2008,,33,,Blank,Blank,R Dravid,Sc Ganguly,Mv Boucher,Wp Saha,
12702,,335987,14,P Kumar,,Right-hand Bat,Right-arm Medium,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2008,,22,,Blank,Blank,R Dravid,Sc Ganguly,Mv Boucher,Wp Saha,
12704,,335987,16,Sb Joshi,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2008,,38,,Blank,Blank,R Dravid,Sc Ganguly,Mv Boucher,Wp Saha,
12705,,335987,1,Sc Ganguly,,Left-hand Bat,Right-arm Medium,India,Captain,Kolkata Knight Riders,Royal Challengers Bangalore,2008,,36,,Blank,Blank,Sc Ganguly,R Dravid,Wp Saha,Mv Boucher,
12706,,335987,2,Bb Mccullum,,Right-hand Bat,Right-arm Medium,New Zealand,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2008,,27,,Blank,Blank,Sc Ganguly,R Dravid,Wp Saha,Mv Boucher,
12708,,335987,4,Dj Hussey,,Right-hand Bat,Right-arm Offbreak,Australia,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2008,,31,,Blank,Blank,Sc Ganguly,R Dravid,Wp Saha,Mv Boucher,
12709,,335987,5,Mohammad Hafeez,,Right-hand Bat,Right-arm Offbreak,Pakistan,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2008,,28,,Blank,Blank,Sc Ganguly,R Dravid,Wp Saha,Mv Boucher,
12711,,335987,63,Lr Shukla,,Right-hand Bat,Right-arm Medium,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2008,,27,,Blank,Blank,Sc Ganguly,R Dravid,Wp Saha,Mv Boucher,
12712,,335987,82,Ab Agarkar,,Right-hand Bat,Right-arm Fast,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2008,,31,,Blank,Blank,Sc Ganguly,R Dravid,Wp Saha,Mv Boucher,
12713,,335987,83,M Kartik,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2008,,32,,Blank,Blank,Sc Ganguly,R Dravid,Wp Saha,Mv Boucher,
12715,,335987,106,Ab Dinda,,Right-hand Bat,Right-arm Medium-fast,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2008,,24,,Blank,Blank,Sc Ganguly,R Dravid,Wp Saha,Mv Boucher,
12717,,335988,25,Jr Hopes,,Right-hand Bat,Right-arm Medium,Australia,Player,Kings Xi Punjab,Chennai Super Kings,2008,,30,,Blank,Blank,Yuvraj Singh,Ms Dhoni,Kc Sangakkara,Ms Dhoni,
12719,,335988,27,Yuvraj Singh,,Left-hand Bat,Slow Left-arm Orthodox,India,Captain,Kings Xi Punjab,Chennai Super Kings,2008,,27,,Blank,Blank,Yuvraj Singh,Ms Dhoni,Kc Sangakkara,Ms Dhoni,
12722,,335988,66,B Lee,,Right-hand Bat,Right-arm Fast,Australia,Player,Kings Xi Punjab,Chennai Super Kings,2008,,32,,Blank,Blank,Yuvraj Singh,Ms Dhoni,Kc Sangakkara,Ms Dhoni,
12723,,335988,67,Pp Chawla,,Left-hand Bat,Legbreak,India,Player,Kings Xi Punjab,Chennai Super Kings,2008,,20,,Blank,Blank,Yuvraj Singh,Ms Dhoni,Kc Sangakkara,Ms Dhoni,
12724,,335988,68,Wa Mota,,Right-hand Bat,Right-arm Medium,India,Player,Kings Xi Punjab,Chennai Super Kings,2008,,27,,Blank,Blank,Yuvraj Singh,Ms Dhoni,Kc Sangakkara,Ms Dhoni,
12725,,335988,77,S Sreesanth,,Right-hand Bat,Right-arm Fast-medium,India,Player,Kings Xi Punjab,Chennai Super Kings,2008,,25,,Blank,Blank,Yuvraj Singh,Ms Dhoni,Kc Sangakkara,Ms Dhoni,
12727,,335988,17,Pa Patel,,Left-hand Bat,N/a,India,Player,Chennai Super Kings,Kings Xi Punjab,2008,,23,,Blank,Blank,Ms Dhoni,Yuvraj Singh,Ms Dhoni,Kc Sangakkara,
12729,,335988,19,Mek Hussey,,Left-hand Bat,Right-arm Medium,Australia,Player,Chennai Super Kings,Kings Xi Punjab,2008,,33,,Blank,Blank,Ms Dhoni,Yuvraj Singh,Ms Dhoni,Kc Sangakkara,
12731,,335988,21,Sk Raina,,Left-hand Bat,Right-arm Offbreak,India,Player,Chennai Super Kings,Kings Xi Punjab,2008,,22,,Blank,Blank,Ms Dhoni,Yuvraj Singh,Ms Dhoni,Kc Sangakkara,
12737,,335988,435,P Amarnath,,Right-hand Bat,Right-arm Medium,India,Player,Chennai Super Kings,Kings Xi Punjab,2008,,26,,Blank,Blank,Ms Dhoni,Yuvraj Singh,Ms Dhoni,Kc Sangakkara,
12738,,335989,40,G Gambhir,,Left-hand Bat,Legbreak,India,Player,Delhi Daredevils,Rajasthan Royals,2008,,27,,Blank,Blank,V Sehwag,Sk Warne,Kd Karthik,M Rawat,
12742,,335989,88,Kd Karthik,,Right-hand Bat,N/a,India,Keeper,Delhi Daredevils,Rajasthan Royals,2008,,23,,Blank,Blank,V Sehwag,Sk Warne,Kd Karthik,M Rawat,
12743,,335989,89,R Bhatia,,Right-hand Bat,Right-arm Medium-fast,India,Player,Delhi Daredevils,Rajasthan Royals,2008,,29,,Blank,Blank,V Sehwag,Sk Warne,Kd Karthik,M Rawat,
12744,,335989,90,Mf Maharoof,,Right-hand Bat,Right-arm Fast-medium,India,Player,Delhi Daredevils,Rajasthan Royals,2008,,24,,Blank,Blank,V Sehwag,Sk Warne,Kd Karthik,M Rawat,
12749,,335989,30,T Kohli,,Right-hand Bat,Right-arm Medium,India,Player,Rajasthan Royals,Delhi Daredevils,2008,,20,,Blank,Blank,Sk Warne,V Sehwag,M Rawat,Kd Karthik,
12750,,335989,31,Yk Pathan,,Right-hand Bat,Right-arm Offbreak,India,Player,Rajasthan Royals,Delhi Daredevils,2008,,26,,Blank,Blank,Sk Warne,V Sehwag,M Rawat,Kd Karthik,
12751,,335989,32,Sr Watson,,Right-hand Bat,Right-arm Fast-medium,Australia,Player,Rajasthan Royals,Delhi Daredevils,2008,,27,,Blank,Blank,Sk Warne,V Sehwag,M Rawat,Kd Karthik,
12755,,335989,36,M Rawat,,Right-hand Bat,N/a,India,Keeper,Rajasthan Royals,Delhi Daredevils,2008,,23,,Blank,Blank,Sk Warne,V Sehwag,M Rawat,Kd Karthik,
12757,,335989,38,Sk Warne,,Right-hand Bat,Legbreak Googly,Australia,Captain,Rajasthan Royals,Delhi Daredevils,2008,,39,,Blank,Blank,Sk Warne,V Sehwag,M Rawat,Kd Karthik,
12759,,335989,126,Mm Patel,,Right-hand Bat,Right-arm Medium-fast,India,Player,Rajasthan Royals,Delhi Daredevils,2008,,25,,Blank,Blank,Sk Warne,V Sehwag,M Rawat,Kd Karthik,
12761,,335990,44,St Jayasuriya,,Left-hand Bat,Slow Left-arm Orthodox,Sri Lanka,Player,Mumbai Indians,Royal Challengers Bangalore,2008,,39,,Blank,Blank,Harbhajan Singh,R Dravid,L Ronchi,Mv Boucher,
12762,,335990,45,Dj Thornely,,Right-hand Bat,Right-arm Medium,Australia,Player,Mumbai Indians,Royal Challengers Bangalore,2008,,30,,Blank,Blank,Harbhajan Singh,R Dravid,L Ronchi,Mv Boucher,
12763,,335990,46,Rv Uthappa,,Right-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Royal Challengers Bangalore,2008,,23,,Blank,Blank,Harbhajan Singh,R Dravid,L Ronchi,Mv Boucher,
12765,,335990,48,Am Nayar,,Left-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Royal Challengers Bangalore,2008,,25,,Blank,Blank,Harbhajan Singh,R Dravid,L Ronchi,Mv Boucher,
12766,,335990,49,Sm Pollock,,Right-hand Bat,Right-arm Fast-medium,South Africa,Player,Mumbai Indians,Royal Challengers Bangalore,2008,,35,,Blank,Blank,Harbhajan Singh,R Dravid,L Ronchi,Mv Boucher,
12767,,335990,50,Harbhajan Singh,,Right-hand Bat,Right-arm Offbreak,India,Captain,Mumbai Indians,Royal Challengers Bangalore,2008,,28,,Blank,Blank,Harbhajan Singh,R Dravid,L Ronchi,Mv Boucher,
12768,,335990,72,Ma Khote,,Right-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Royal Challengers Bangalore,2008,,28,,Blank,Blank,Harbhajan Singh,R Dravid,L Ronchi,Mv Boucher,
12770,,335990,80,Ds Kulkarni,,Right-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Royal Challengers Bangalore,2008,,20,,Blank,Blank,Harbhajan Singh,R Dravid,L Ronchi,Mv Boucher,
12775,,335990,12,B Akhil,,Right-hand Bat,Right-arm Medium-fast,India,Player,Royal Challengers Bangalore,Mumbai Indians,2008,,31,,Blank,Blank,R Dravid,Harbhajan Singh,Mv Boucher,L Ronchi,
12777,,335990,15,Z Khan,,Right-hand Bat,Left-arm Fast-medium,India,Player,Royal Challengers Bangalore,Mumbai Indians,2008,,30,,Blank,Blank,R Dravid,Harbhajan Singh,Mv Boucher,L Ronchi,
12780,,335990,52,Lrpl Taylor,,Right-hand Bat,Right-arm Offbreak,New Zealand,Player,Royal Challengers Bangalore,Mumbai Indians,2008,,24,,Blank,Blank,R Dravid,Harbhajan Singh,Mv Boucher,L Ronchi,
12782,,335991,53,Ac Gilchrist,,Left-hand Bat,Right-arm Offbreak,Australia,Keeper,Deccan Chargers,Kolkata Knight Riders,2008,,37,,Blank,Blank,Vvs Laxman,Sc Ganguly,Ac Gilchrist,Wp Saha,
12791,,335991,131,Pp Ojha,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Deccan Chargers,Kolkata Knight Riders,2008,,22,,Blank,Blank,Vvs Laxman,Sc Ganguly,Ac Gilchrist,Wp Saha,
12796,,335991,4,Dj Hussey,,Right-hand Bat,Right-arm Offbreak,Australia,Player,Kolkata Knight Riders,Deccan Chargers,2008,,31,,Blank,Blank,Sc Ganguly,Vvs Laxman,Wp Saha,Ac Gilchrist,
12797,,335991,5,Mohammad Hafeez,,Right-hand Bat,Right-arm Offbreak,Pakistan,Player,Kolkata Knight Riders,Deccan Chargers,2008,,28,,Blank,Blank,Sc Ganguly,Vvs Laxman,Wp Saha,Ac Gilchrist,
12799,,335991,63,Lr Shukla,,Right-hand Bat,Right-arm Medium,India,Player,Kolkata Knight Riders,Deccan Chargers,2008,,27,,Blank,Blank,Sc Ganguly,Vvs Laxman,Wp Saha,Ac Gilchrist,
12801,,335991,83,M Kartik,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Kolkata Knight Riders,Deccan Chargers,2008,,32,,Blank,Blank,Sc Ganguly,Vvs Laxman,Wp Saha,Ac Gilchrist,
12804,,335992,31,Yk Pathan,,Right-hand Bat,Right-arm Offbreak,India,Player,Rajasthan Royals,Kings Xi Punjab,2008,,26,,Blank,Blank,Sk Warne,Yuvraj Singh,Kamran Akmal,Kc Sangakkara,
12806,,335992,33,M Kaif,,Right-hand Bat,Right-arm Offbreak,India,Player,Rajasthan Royals,Kings Xi Punjab,2008,,28,,Blank,Blank,Sk Warne,Yuvraj Singh,Kamran Akmal,Kc Sangakkara,
12808,,335992,35,Ra Jadeja,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Rajasthan Royals,Kings Xi Punjab,2008,,20,,Blank,Blank,Sk Warne,Yuvraj Singh,Kamran Akmal,Kc Sangakkara,
12815,,335992,24,K Goel,,Left-hand Bat,Right-arm Offbreak,India,Player,Kings Xi Punjab,Rajasthan Royals,2008,,22,,Blank,Blank,Yuvraj Singh,Sk Warne,Kc Sangakkara,Kamran Akmal,
12817,,335992,26,Kc Sangakkara,,Left-hand Bat,Right-arm Offbreak,Sri Lanka,Keeper,Kings Xi Punjab,Rajasthan Royals,2008,,31,,Blank,Blank,Yuvraj Singh,Sk Warne,Kc Sangakkara,Kamran Akmal,
12821,,335992,65,S Sohal,,Right-hand Bat,Legbreak,India,Player,Kings Xi Punjab,Rajasthan Royals,2008,,21,,Blank,Blank,Yuvraj Singh,Sk Warne,Kc Sangakkara,Kamran Akmal,
12824,,335992,68,Wa Mota,,Right-hand Bat,Right-arm Medium,India,Player,Kings Xi Punjab,Rajasthan Royals,2008,,27,,Blank,Blank,Yuvraj Singh,Sk Warne,Kc Sangakkara,Kamran Akmal,
12827,,335993,54,Y Venugopal Rao,,Right-hand Bat,Right-arm Offbreak,India,Player,Deccan Chargers,Delhi Daredevils,2008,,26,,Blank,Blank,Vvs Laxman,V Sehwag,Ac Gilchrist,Kd Karthik,
12828,,335993,55,Vvs Laxman,,Right-hand Bat,Right-arm Offbreak,India,Captain,Deccan Chargers,Delhi Daredevils,2008,,34,,Blank,Blank,Vvs Laxman,V Sehwag,Ac Gilchrist,Kd Karthik,
12830,,335993,57,Rg Sharma,,Right-hand Bat,Right-arm Offbreak,India,Player,Deccan Chargers,Delhi Daredevils,2008,,21,,Blank,Blank,Vvs Laxman,V Sehwag,Ac Gilchrist,Kd Karthik,
12834,,335993,70,Shahid Afridi,,Right-hand Bat,Legbreak Googly,Pakistan,Player,Deccan Chargers,Delhi Daredevils,2008,,28,,Blank,Blank,Vvs Laxman,V Sehwag,Ac Gilchrist,Kd Karthik,
12836,,335993,232,Ut Yadav,,Right-hand Bat,Right-arm Fast-medium,India,Player,Deccan Chargers,Delhi Daredevils,2008,,21,,Blank,Blank,Vvs Laxman,V Sehwag,Ac Gilchrist,Kd Karthik,
12837,,335993,40,G Gambhir,,Left-hand Bat,Legbreak,India,Player,Delhi Daredevils,Deccan Chargers,2008,,27,,Blank,Blank,V Sehwag,Vvs Laxman,Kd Karthik,Ac Gilchrist,
12839,,335993,42,S Dhawan,,Left-hand Bat,Right-arm Offbreak,India,Player,Delhi Daredevils,Deccan Chargers,2008,,23,,Blank,Blank,V Sehwag,Vvs Laxman,Kd Karthik,Ac Gilchrist,
12841,,335993,87,Mk Tiwary,,Right-hand Bat,Legbreak Googly,India,Player,Delhi Daredevils,Deccan Chargers,2008,,23,,Blank,Blank,V Sehwag,Vvs Laxman,Kd Karthik,Ac Gilchrist,
12842,,335993,88,Kd Karthik,,Right-hand Bat,N/a,India,Keeper,Delhi Daredevils,Deccan Chargers,2008,,23,,Blank,Blank,V Sehwag,Vvs Laxman,Kd Karthik,Ac Gilchrist,
12849,,335994,44,St Jayasuriya,,Left-hand Bat,Slow Left-arm Orthodox,Sri Lanka,Player,Mumbai Indians,Chennai Super Kings,2008,,39,,Blank,Blank,Harbhajan Singh,Ms Dhoni,L Ronchi,Ms Dhoni,
12850,,335994,46,Rv Uthappa,,Right-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Chennai Super Kings,2008,,23,,Blank,Blank,Harbhajan Singh,Ms Dhoni,L Ronchi,Ms Dhoni,
12853,,335994,50,Harbhajan Singh,,Right-hand Bat,Right-arm Offbreak,India,Captain,Mumbai Indians,Chennai Super Kings,2008,,28,,Blank,Blank,Harbhajan Singh,Ms Dhoni,L Ronchi,Ms Dhoni,
12854,,335994,71,Dj Bravo,,Right-hand Bat,Right-arm Medium-fast,West Indies,Player,Mumbai Indians,Chennai Super Kings,2008,,25,,Blank,Blank,Harbhajan Singh,Ms Dhoni,L Ronchi,Ms Dhoni,
12857,,335994,80,Ds Kulkarni,,Right-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Chennai Super Kings,2008,,20,,Blank,Blank,Harbhajan Singh,Ms Dhoni,L Ronchi,Ms Dhoni,
12859,,335994,17,Pa Patel,,Left-hand Bat,N/a,India,Player,Chennai Super Kings,Mumbai Indians,2008,,23,,Blank,Blank,Ms Dhoni,Harbhajan Singh,Ms Dhoni,L Ronchi,
12861,,335994,19,Mek Hussey,,Left-hand Bat,Right-arm Medium,Australia,Player,Chennai Super Kings,Mumbai Indians,2008,,33,,Blank,Blank,Ms Dhoni,Harbhajan Singh,Ms Dhoni,L Ronchi,
12862,,335994,20,Ms Dhoni,,Right-hand Bat,Right-arm Medium,India,Captainkeeper,Chennai Super Kings,Mumbai Indians,2008,,27,,Blank,Blank,Ms Dhoni,Harbhajan Singh,Ms Dhoni,L Ronchi,
12863,,335994,21,Sk Raina,,Left-hand Bat,Right-arm Offbreak,India,Player,Chennai Super Kings,Mumbai Indians,2008,,22,,Blank,Blank,Ms Dhoni,Harbhajan Singh,Ms Dhoni,L Ronchi,
12864,,335994,22,Jdp Oram,,Left-hand Bat,Right-arm Fast-medium,New Zealand,Player,Chennai Super Kings,Mumbai Indians,2008,,30,,Blank,Blank,Ms Dhoni,Harbhajan Singh,Ms Dhoni,L Ronchi,
12865,,335994,23,S Badrinath,,Right-hand Bat,Right-arm Offbreak,India,Player,Chennai Super Kings,Mumbai Indians,2008,,28,,Blank,Blank,Ms Dhoni,Harbhajan Singh,Ms Dhoni,L Ronchi,
12867,,335994,120,Ms Gony,,Right-hand Bat,Right-arm Medium,India,Player,Chennai Super Kings,Mumbai Indians,2008,,24,,Blank,Blank,Ms Dhoni,Harbhajan Singh,Ms Dhoni,L Ronchi,
12868,,335994,121,M Muralitharan,,Right-hand Bat,Right-arm Offbreak,Sri Lanka,Player,Chennai Super Kings,Mumbai Indians,2008,,36,,Blank,Blank,Ms Dhoni,Harbhajan Singh,Ms Dhoni,L Ronchi,
12870,,335995,53,Ac Gilchrist,,Left-hand Bat,Right-arm Offbreak,Australia,Keeper,Deccan Chargers,Rajasthan Royals,2008,,37,,Blank,Blank,Vvs Laxman,Sk Warne,Ac Gilchrist,Kamran Akmal,
12871,,335995,55,Vvs Laxman,,Right-hand Bat,Right-arm Offbreak,India,Captain,Deccan Chargers,Rajasthan Royals,2008,,34,,Blank,Blank,Vvs Laxman,Sk Warne,Ac Gilchrist,Kamran Akmal,
12873,,335995,57,Rg Sharma,,Right-hand Bat,Right-arm Offbreak,India,Player,Deccan Chargers,Rajasthan Royals,2008,,21,,Blank,Blank,Vvs Laxman,Sk Warne,Ac Gilchrist,Kamran Akmal,
12875,,335995,60,Wpujc Vaas,,Left-hand Bat,Left-arm Fast-medium,Sri Lanka,Player,Deccan Chargers,Rajasthan Royals,2008,,34,,Blank,Blank,Vvs Laxman,Sk Warne,Ac Gilchrist,Kamran Akmal,
12877,,335995,70,Shahid Afridi,,Right-hand Bat,Legbreak Googly,Pakistan,Player,Deccan Chargers,Rajasthan Royals,2008,,28,,Blank,Blank,Vvs Laxman,Sk Warne,Ac Gilchrist,Kamran Akmal,
12879,,335995,131,Pp Ojha,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Deccan Chargers,Rajasthan Royals,2008,,22,,Blank,Blank,Vvs Laxman,Sk Warne,Ac Gilchrist,Kamran Akmal,
12880,,335995,232,Ut Yadav,,Right-hand Bat,Right-arm Fast-medium,India,Player,Deccan Chargers,Rajasthan Royals,2008,,21,,Blank,Blank,Vvs Laxman,Sk Warne,Ac Gilchrist,Kamran Akmal,
12881,,335995,31,Yk Pathan,,Right-hand Bat,Right-arm Offbreak,India,Player,Rajasthan Royals,Deccan Chargers,2008,,26,,Blank,Blank,Sk Warne,Vvs Laxman,Kamran Akmal,Ac Gilchrist,
12882,,335995,32,Sr Watson,,Right-hand Bat,Right-arm Fast-medium,Australia,Player,Rajasthan Royals,Deccan Chargers,2008,,27,,Blank,Blank,Sk Warne,Vvs Laxman,Kamran Akmal,Ac Gilchrist,
12884,,335995,35,Ra Jadeja,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Rajasthan Royals,Deccan Chargers,2008,,20,,Blank,Blank,Sk Warne,Vvs Laxman,Kamran Akmal,Ac Gilchrist,
12885,,335995,37,D Salunkhe,,Right-hand Bat,Legbreak,India,Player,Rajasthan Royals,Deccan Chargers,2008,,26,,Blank,Blank,Sk Warne,Vvs Laxman,Kamran Akmal,Ac Gilchrist,
12888,,335995,69,Kamran Akmal,,Right-hand Bat,N/a,Pakistan,Keeper,Rajasthan Royals,Deccan Chargers,2008,,26,,Blank,Blank,Sk Warne,Vvs Laxman,Kamran Akmal,Ac Gilchrist,
12889,,335995,74,Gc Smith,,Left-hand Bat,Right-arm Offbreak,South Africa,Player,Rajasthan Royals,Deccan Chargers,2008,,27,,Blank,Blank,Sk Warne,Vvs Laxman,Kamran Akmal,Ac Gilchrist,
12893,,335996,26,Kc Sangakkara,,Left-hand Bat,Right-arm Offbreak,Sri Lanka,Keeper,Kings Xi Punjab,Mumbai Indians,2008,,31,,Blank,Blank,Yuvraj Singh,Harbhajan Singh,Kc Sangakkara,L Ronchi,
12894,,335996,27,Yuvraj Singh,,Left-hand Bat,Slow Left-arm Orthodox,India,Captain,Kings Xi Punjab,Mumbai Indians,2008,,27,,Blank,Blank,Yuvraj Singh,Harbhajan Singh,Kc Sangakkara,L Ronchi,
12895,,335996,29,Ik Pathan,,Left-hand Bat,Left-arm Medium-fast,India,Player,Kings Xi Punjab,Mumbai Indians,2008,,24,,Blank,Blank,Yuvraj Singh,Harbhajan Singh,Kc Sangakkara,L Ronchi,
12896,,335996,64,Dpmd Jayawardene,,Right-hand Bat,Right-arm Medium,Sri Lanka,Player,Kings Xi Punjab,Mumbai Indians,2008,,31,,Blank,Blank,Yuvraj Singh,Harbhajan Singh,Kc Sangakkara,L Ronchi,
12903,,335996,43,L Ronchi,,Right-hand Bat,N/a,Australia,Keeper,Mumbai Indians,Kings Xi Punjab,2008,,27,,Blank,Blank,Harbhajan Singh,Yuvraj Singh,L Ronchi,Kc Sangakkara,
12904,,335996,44,St Jayasuriya,,Left-hand Bat,Slow Left-arm Orthodox,Sri Lanka,Player,Mumbai Indians,Kings Xi Punjab,2008,,39,,Blank,Blank,Harbhajan Singh,Yuvraj Singh,L Ronchi,Kc Sangakkara,
12909,,335996,71,Dj Bravo,,Right-hand Bat,Right-arm Medium-fast,West Indies,Player,Mumbai Indians,Kings Xi Punjab,2008,,25,,Blank,Blank,Harbhajan Singh,Yuvraj Singh,L Ronchi,Kc Sangakkara,
12910,,335996,72,Ma Khote,,Right-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Kings Xi Punjab,2008,,28,,Blank,Blank,Harbhajan Singh,Yuvraj Singh,L Ronchi,Kc Sangakkara,
12913,,335996,80,Ds Kulkarni,,Right-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Kings Xi Punjab,2008,,20,,Blank,Blank,Harbhajan Singh,Yuvraj Singh,L Ronchi,Kc Sangakkara,
12914,,335997,31,Yk Pathan,,Right-hand Bat,Right-arm Offbreak,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,,26,,Blank,Blank,Sk Warne,R Dravid,M Rawat,Mv Boucher,
12917,,335997,35,Ra Jadeja,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,,20,,Blank,Blank,Sk Warne,R Dravid,M Rawat,Mv Boucher,
12918,,335997,36,M Rawat,,Right-hand Bat,N/a,India,Keeper,Rajasthan Royals,Royal Challengers Bangalore,2008,,23,,Blank,Blank,Sk Warne,R Dravid,M Rawat,Mv Boucher,
12919,,335997,37,D Salunkhe,,Right-hand Bat,Legbreak,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,,26,,Blank,Blank,Sk Warne,R Dravid,M Rawat,Mv Boucher,
12921,,335997,39,Sk Trivedi,,Right-hand Bat,Right-arm Medium,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,,26,,Blank,Blank,Sk Warne,R Dravid,M Rawat,Mv Boucher,
12925,,335997,6,R Dravid,,Right-hand Bat,Right-arm Offbreak,India,Captain,Royal Challengers Bangalore,Rajasthan Royals,2008,,35,,Blank,Blank,R Dravid,Sk Warne,Mv Boucher,M Rawat,
12926,,335997,8,V Kohli,,Right-hand Bat,Right-arm Medium,India,Player,Royal Challengers Bangalore,Rajasthan Royals,2008,,20,,Blank,Blank,R Dravid,Sk Warne,Mv Boucher,M Rawat,
12929,,335997,14,P Kumar,,Right-hand Bat,Right-arm Medium,India,Player,Royal Challengers Bangalore,Rajasthan Royals,2008,,22,,Blank,Blank,R Dravid,Sk Warne,Mv Boucher,M Rawat,
12934,,335997,81,R Vinay Kumar,,Right-hand Bat,Right-arm Medium,India,Player,Royal Challengers Bangalore,Rajasthan Royals,2008,,24,,Blank,Blank,R Dravid,Sk Warne,Mv Boucher,M Rawat,
12935,,335997,124,A Kumble,,Right-hand Bat,Legbreak Googly,India,Player,Royal Challengers Bangalore,Rajasthan Royals,2008,,38,,Blank,Blank,R Dravid,Sk Warne,Mv Boucher,M Rawat,
12936,,335998,1,Sc Ganguly,,Left-hand Bat,Right-arm Medium,India,Captain,Kolkata Knight Riders,Chennai Super Kings,2008,,36,,Blank,Blank,Sc Ganguly,Ms Dhoni,Bb Mccullum,Ms Dhoni,
12937,,335998,2,Bb Mccullum,,Right-hand Bat,Right-arm Medium,New Zealand,Keeper,Kolkata Knight Riders,Chennai Super Kings,2008,,27,,Blank,Blank,Sc Ganguly,Ms Dhoni,Bb Mccullum,Ms Dhoni,
12940,,335998,5,Mohammad Hafeez,,Right-hand Bat,Right-arm Offbreak,Pakistan,Player,Kolkata Knight Riders,Chennai Super Kings,2008,,28,,Blank,Blank,Sc Ganguly,Ms Dhoni,Bb Mccullum,Ms Dhoni,
12943,,335998,82,Ab Agarkar,,Right-hand Bat,Right-arm Fast,India,Player,Kolkata Knight Riders,Chennai Super Kings,2008,,31,,Blank,Blank,Sc Ganguly,Ms Dhoni,Bb Mccullum,Ms Dhoni,
12946,,335998,106,Ab Dinda,,Right-hand Bat,Right-arm Medium-fast,India,Player,Kolkata Knight Riders,Chennai Super Kings,2008,,24,,Blank,Blank,Sc Ganguly,Ms Dhoni,Bb Mccullum,Ms Dhoni,
12948,,335998,18,Ml Hayden,,Left-hand Bat,Right-arm Medium,Australia,Player,Chennai Super Kings,Kolkata Knight Riders,2008,,37,,Blank,Blank,Ms Dhoni,Sc Ganguly,Ms Dhoni,Bb Mccullum,
12951,,335998,21,Sk Raina,,Left-hand Bat,Right-arm Offbreak,India,Player,Chennai Super Kings,Kolkata Knight Riders,2008,,22,,Blank,Blank,Ms Dhoni,Sc Ganguly,Ms Dhoni,Bb Mccullum,
12954,,335998,119,Joginder Sharma,,Right-hand Bat,Right-arm Fast-medium,India,Player,Chennai Super Kings,Kolkata Knight Riders,2008,,25,,Blank,Blank,Ms Dhoni,Sc Ganguly,Ms Dhoni,Bb Mccullum,
12955,,335998,120,Ms Gony,,Right-hand Bat,Right-arm Medium,India,Player,Chennai Super Kings,Kolkata Knight Riders,2008,,24,,Blank,Blank,Ms Dhoni,Sc Ganguly,Ms Dhoni,Bb Mccullum,
12956,,335998,121,M Muralitharan,,Right-hand Bat,Right-arm Offbreak,Sri Lanka,Player,Chennai Super Kings,Kolkata Knight Riders,2008,,36,,Blank,Blank,Ms Dhoni,Sc Ganguly,Ms Dhoni,Bb Mccullum,
