player_match_sk,playermatch_key,match_id,player_id,player_name,dob,batting_hand,bowling_skill,country_name,role_desc,player_team,opposit_team,season_year,is_manofthematch,age_as_on_match,isplayers_team_won,batting_status,bowling_status,player_captain,opposit_captain,player_keeper,opposit_keeper,dob_cleaned
18860,,548344,208,At Rayudu,,Right-hand Bat,Right-arm Offbreak,India,Player,Mumbai Indians,Kings Xi Punjab,2012,,27,,Blank,Blank,Harbhajan Singh,Dj Hussey,Kd Karthik,N Saini,
18862,,548344,275,Jec Franklin,,Left-hand Bat,Left-arm Medium,New Zealand,Player,Mumbai Indians,Kings Xi Punjab,2012,,32,,Blank,Blank,Harbhajan Singh,Dj Hussey,Kd Karthik,N Saini,
18863,,548344,318,Cj Mckay,,Right-hand Bat,Right-arm Fast-medium,Australia,Player,Mumbai Indians,Kings Xi Punjab,2012,,29,,Blank,Blank,Harbhajan Singh,Dj Hussey,Kd Karthik,N Saini,
18864,,548344,323,Rj Peterson,,Left-hand Bat,Slow Left-arm Orthodox,South Africa,Player,Mumbai Indians,Kings Xi Punjab,2012,,33,,Blank,Blank,Harbhajan Singh,Dj Hussey,Kd Karthik,N Saini,
18866,,548344,14,P Kumar,,Right-hand Bat,Right-arm Medium,India,Player,Kings Xi Punjab,Mumbai Indians,2012,,26,,Blank,Blank,Dj Hussey,Harbhajan Singh,N Saini,Kd Karthik,
18867,,548344,67,Pp Chawla,,Left-hand Bat,Legbreak,India,Player,Kings Xi Punjab,Mumbai Indians,2012,,24,,Blank,Blank,Dj Hussey,Harbhajan Singh,N Saini,Kd Karthik,
18869,,548344,148,Sd Chitnis,,Right-hand Bat,Right-arm Offbreak,India,Player,Kings Xi Punjab,Mumbai Indians,2012,,25,,Blank,Blank,Dj Hussey,Harbhajan Singh,N Saini,Kd Karthik,
18873,,548344,320,Da Miller,,Left-hand Bat,Right-arm Offbreak,South Africa,Player,Kings Xi Punjab,Mumbai Indians,2012,,23,,Blank,Blank,Dj Hussey,Harbhajan Singh,N Saini,Kd Karthik,
18874,,548344,321,Azhar Mahmood,,Right-hand Bat,Right-arm Fast-medium,Pakistan,Player,Kings Xi Punjab,Mumbai Indians,2012,,37,,Blank,Blank,Dj Hussey,Harbhajan Singh,N Saini,Kd Karthik,
18875,,548344,333,P Awana,,Right-hand Bat,Right-arm Medium,India,Player,Kings Xi Punjab,Mumbai Indians,2012,,26,,Blank,Blank,Dj Hussey,Harbhajan Singh,N Saini,Kd Karthik,
18876,,548346,10,Cl White,,Right-hand Bat,Legbreak Googly,Australia,Player,Deccan Chargers,Pune Warriors,2012,,29,,Blank,Blank,Kc Sangakkara,Sc Ganguly,Pa Patel,Rv Uthappa,
18879,,548346,42,S Dhawan,,Left-hand Bat,Right-arm Offbreak,India,Player,Deccan Chargers,Pune Warriors,2012,,27,,Blank,Blank,Kc Sangakkara,Sc Ganguly,Pa Patel,Rv Uthappa,
18880,,548346,120,Ms Gony,,Right-hand Bat,Right-arm Medium,India,Player,Deccan Chargers,Pune Warriors,2012,,28,,Blank,Blank,Kc Sangakkara,Sc Ganguly,Pa Patel,Rv Uthappa,
18881,,548346,136,A Mishra,,Right-hand Bat,Legbreak,India,Player,Deccan Chargers,Pune Warriors,2012,,30,,Blank,Blank,Kc Sangakkara,Sc Ganguly,Pa Patel,Rv Uthappa,
18882,,548346,154,Jp Duminy,,Left-hand Bat,Right-arm Offbreak,South Africa,Player,Deccan Chargers,Pune Warriors,2012,,28,,Blank,Blank,Kc Sangakkara,Sc Ganguly,Pa Patel,Rv Uthappa,
18883,,548346,233,J Theron,,Right-hand Bat,Right-arm Medium-fast,South Africa,Player,Deccan Chargers,Pune Warriors,2012,,27,,Blank,Blank,Kc Sangakkara,Sc Ganguly,Pa Patel,Rv Uthappa,
18884,,548346,257,Ir Jaggi,,Right-hand Bat,Legbreak Googly,India,Player,Deccan Chargers,Pune Warriors,2012,,23,,Blank,Blank,Kc Sangakkara,Sc Ganguly,Pa Patel,Rv Uthappa,
18886,,548346,325,A Ashish Reddy,,Right-hand Bat,Right-arm Medium,India,Player,Deccan Chargers,Pune Warriors,2012,,21,,Blank,Blank,Kc Sangakkara,Sc Ganguly,Pa Patel,Rv Uthappa,
18891,,548346,157,Jd Ryder,,Left-hand Bat,Right-arm Medium,New Zealand,Player,Pune Warriors,Deccan Chargers,2012,,28,,Blank,Blank,Sc Ganguly,Kc Sangakkara,Rv Uthappa,Pa Patel,
18895,,548346,299,B Kumar,,Right-hand Bat,Right-arm Medium,India,Player,Pune Warriors,Deccan Chargers,2012,,22,,Blank,Blank,Sc Ganguly,Kc Sangakkara,Rv Uthappa,Pa Patel,
18896,,548346,306,Spd Smith,,Right-hand Bat,Legbreak Googly,India,Player,Pune Warriors,Deccan Chargers,2012,,23,,Blank,Blank,Sc Ganguly,Kc Sangakkara,Rv Uthappa,Pa Patel,
18898,,548347,50,Harbhajan Singh,,Right-hand Bat,Right-arm Offbreak,India,Captain,Mumbai Indians,Delhi Daredevils,2012,,32,,Blank,Blank,Harbhajan Singh,V Sehwag,Kd Karthik,Nv Ojha,
18899,,548347,57,Rg Sharma,,Right-hand Bat,Right-arm Offbreak,India,Player,Mumbai Indians,Delhi Daredevils,2012,,25,,Blank,Blank,Harbhajan Singh,V Sehwag,Kd Karthik,Nv Ojha,
18900,,548347,61,Rp Singh,,Right-hand Bat,Left-arm Fast-medium,India,Player,Mumbai Indians,Delhi Daredevils,2012,,27,,Blank,Blank,Harbhajan Singh,V Sehwag,Kd Karthik,Nv Ojha,
18902,,548347,133,Sr Tendulkar,,Right-hand Bat,Right-arm Offbreak,India,Player,Mumbai Indians,Delhi Daredevils,2012,,39,,Blank,Blank,Harbhajan Singh,V Sehwag,Kd Karthik,Nv Ojha,
18903,,548347,194,Sl Malinga,,Right-hand Bat,Right-arm Fast,Sri Lanka,Player,Mumbai Indians,Delhi Daredevils,2012,,29,,Blank,Blank,Harbhajan Singh,V Sehwag,Kd Karthik,Nv Ojha,
18905,,548347,221,Ka Pollard,,Right-hand Bat,Right-arm Medium-fast,West Indies,Player,Mumbai Indians,Delhi Daredevils,2012,,25,,Blank,Blank,Harbhajan Singh,V Sehwag,Kd Karthik,Nv Ojha,
18908,,548347,342,R Shukla,,Right-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Delhi Daredevils,2012,,22,,Blank,Blank,Harbhajan Singh,V Sehwag,Kd Karthik,Nv Ojha,
18910,,548347,41,V Sehwag,,Right-hand Bat,Right-arm Offbreak,India,Captain,Delhi Daredevils,Mumbai Indians,2012,,34,,Blank,Blank,V Sehwag,Harbhajan Singh,Nv Ojha,Kd Karthik,
18911,,548347,52,Lrpl Taylor,,Right-hand Bat,Right-arm Offbreak,New Zealand,Player,Delhi Daredevils,Mumbai Indians,2012,,28,,Blank,Blank,V Sehwag,Harbhajan Singh,Nv Ojha,Kd Karthik,
18917,,548347,199,Y Nagar,,Right-hand Bat,Right-arm Offbreak,India,Player,Delhi Daredevils,Mumbai Indians,2012,,22,,Blank,Blank,V Sehwag,Harbhajan Singh,Nv Ojha,Kd Karthik,
18918,,548347,232,Ut Yadav,,Right-hand Bat,Right-arm Fast-medium,India,Player,Delhi Daredevils,Mumbai Indians,2012,,25,,Blank,Blank,V Sehwag,Harbhajan Singh,Nv Ojha,Kd Karthik,
18920,,548348,20,Ms Dhoni,,Right-hand Bat,Right-arm Medium,India,Captainkeeper,Chennai Super Kings,Kings Xi Punjab,2012,,31,,Blank,Blank,Ms Dhoni,Dj Hussey,Ms Dhoni,N Saini,
18922,,548348,23,S Badrinath,,Right-hand Bat,Right-arm Offbreak,India,Player,Chennai Super Kings,Kings Xi Punjab,2012,,32,,Blank,Blank,Ms Dhoni,Dj Hussey,Ms Dhoni,N Saini,
18923,,548348,35,Ra Jadeja,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Chennai Super Kings,Kings Xi Punjab,2012,,24,,Blank,Blank,Ms Dhoni,Dj Hussey,Ms Dhoni,N Saini,
18924,,548348,62,Wp Saha,,Right-hand Bat,N/a,India,Player,Chennai Super Kings,Kings Xi Punjab,2012,,28,,Blank,Blank,Ms Dhoni,Dj Hussey,Ms Dhoni,N Saini,
18925,,548348,71,Dj Bravo,,Right-hand Bat,Right-arm Medium-fast,West Indies,Player,Chennai Super Kings,Kings Xi Punjab,2012,,29,,Blank,Blank,Ms Dhoni,Dj Hussey,Ms Dhoni,N Saini,
18929,,548348,303,F Du Plessis,,Right-hand Bat,Legbreak,South Africa,Player,Chennai Super Kings,Kings Xi Punjab,2012,,28,,Blank,Blank,Ms Dhoni,Dj Hussey,Ms Dhoni,N Saini,
18931,,548348,4,Dj Hussey,,Right-hand Bat,Right-arm Offbreak,Australia,Captain,Kings Xi Punjab,Chennai Super Kings,2012,,35,,Blank,Blank,Dj Hussey,Ms Dhoni,N Saini,Ms Dhoni,
18932,,548348,14,P Kumar,,Right-hand Bat,Right-arm Medium,India,Player,Kings Xi Punjab,Chennai Super Kings,2012,,26,,Blank,Blank,Dj Hussey,Ms Dhoni,N Saini,Ms Dhoni,
18936,,548348,236,Mandeep Singh,,Right-hand Bat,Right-arm Medium,India,Player,Kings Xi Punjab,Chennai Super Kings,2012,,21,,Blank,Blank,Dj Hussey,Ms Dhoni,N Saini,Ms Dhoni,
18938,,548348,319,N Saini,,Right-hand Bat,N/a,India,Keeper,Kings Xi Punjab,Chennai Super Kings,2012,,24,,Blank,Blank,Dj Hussey,Ms Dhoni,N Saini,Ms Dhoni,
18939,,548348,320,Da Miller,,Left-hand Bat,Right-arm Offbreak,South Africa,Player,Kings Xi Punjab,Chennai Super Kings,2012,,23,,Blank,Blank,Dj Hussey,Ms Dhoni,N Saini,Ms Dhoni,
18941,,548348,333,P Awana,,Right-hand Bat,Right-arm Medium,India,Player,Kings Xi Punjab,Chennai Super Kings,2012,,26,,Blank,Blank,Dj Hussey,Ms Dhoni,N Saini,Ms Dhoni,
18942,,548349,8,V Kohli,,Right-hand Bat,Right-arm Medium,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2012,,24,,Blank,Blank,Dl Vettori,G Gambhir,Ab De Villiers,Bb Mccullum,
18944,,548349,79,Ss Tiwary,,Left-hand Bat,N/a,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2012,,23,,Blank,Blank,Dl Vettori,G Gambhir,Ab De Villiers,Bb Mccullum,
18947,,548349,135,Tm Dilshan,,Right-hand Bat,Right-arm Offbreak,Sri Lanka,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2012,,36,,Blank,Blank,Dl Vettori,G Gambhir,Ab De Villiers,Bb Mccullum,
18948,,548349,162,Ch Gayle,,Left-hand Bat,Right-arm Offbreak,West Indies,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2012,,33,,Blank,Blank,Dl Vettori,G Gambhir,Ab De Villiers,Bb Mccullum,
18954,,548349,9,Jh Kallis,,Right-hand Bat,Right-arm Fast-medium,South Africa,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2012,,37,,Blank,Blank,G Gambhir,Dl Vettori,Bb Mccullum,Ab De Villiers,
18955,,548349,31,Yk Pathan,,Right-hand Bat,Right-arm Offbreak,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2012,,30,,Blank,Blank,G Gambhir,Dl Vettori,Bb Mccullum,Ab De Villiers,
18956,,548349,40,G Gambhir,,Left-hand Bat,Legbreak,India,Captain,Kolkata Knight Riders,Royal Challengers Bangalore,2012,,31,,Blank,Blank,G Gambhir,Dl Vettori,Bb Mccullum,Ab De Villiers,
18960,,548349,89,R Bhatia,,Right-hand Bat,Right-arm Medium-fast,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2012,,33,,Blank,Blank,G Gambhir,Dl Vettori,Bb Mccullum,Ab De Villiers,
18962,,548349,140,Iqbal Abdulla,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2012,,23,,Blank,Blank,G Gambhir,Dl Vettori,Bb Mccullum,Ab De Villiers,
18965,,548350,41,V Sehwag,,Right-hand Bat,Right-arm Offbreak,India,Captain,Delhi Daredevils,Rajasthan Royals,2012,,34,,Blank,Blank,V Sehwag,R Dravid,Nv Ojha,Sp Goswami,
18966,,548350,52,Lrpl Taylor,,Right-hand Bat,Right-arm Offbreak,New Zealand,Player,Delhi Daredevils,Rajasthan Royals,2012,,28,,Blank,Blank,V Sehwag,R Dravid,Nv Ojha,Sp Goswami,
18969,,548350,158,Kp Pietersen,,Right-hand Bat,Right-arm Offbreak,South Africa,Player,Delhi Daredevils,Rajasthan Royals,2012,,32,,Blank,Blank,V Sehwag,R Dravid,Nv Ojha,Sp Goswami,
18971,,548350,190,M Morkel,,Left-hand Bat,Right-arm Fast,South Africa,Player,Delhi Daredevils,Rajasthan Royals,2012,,28,,Blank,Blank,V Sehwag,R Dravid,Nv Ojha,Sp Goswami,
18972,,548350,199,Y Nagar,,Right-hand Bat,Right-arm Offbreak,India,Player,Delhi Daredevils,Rajasthan Royals,2012,,22,,Blank,Blank,V Sehwag,R Dravid,Nv Ojha,Sp Goswami,
18973,,548350,232,Ut Yadav,,Right-hand Bat,Right-arm Fast-medium,India,Player,Delhi Daredevils,Rajasthan Royals,2012,,25,,Blank,Blank,V Sehwag,R Dravid,Nv Ojha,Sp Goswami,
18975,,548350,6,R Dravid,,Right-hand Bat,Right-arm Offbreak,India,Captain,Rajasthan Royals,Delhi Daredevils,2012,,39,,Blank,Blank,R Dravid,V Sehwag,Sp Goswami,Nv Ojha,
18979,,548350,132,Sp Goswami,,Left-hand Bat,N/a,India,Keeper,Rajasthan Royals,Delhi Daredevils,2012,,23,,Blank,Blank,R Dravid,V Sehwag,Sp Goswami,Nv Ojha,
18982,,548350,266,Al Menaria,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Rajasthan Royals,Delhi Daredevils,2012,,22,,Blank,Blank,R Dravid,V Sehwag,Sp Goswami,Nv Ojha,
18983,,548350,297,Aa Chavan,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Rajasthan Royals,Delhi Daredevils,2012,,27,,Blank,Blank,R Dravid,V Sehwag,Sp Goswami,Nv Ojha,
18987,,548351,57,Rg Sharma,,Right-hand Bat,Right-arm Offbreak,India,Player,Mumbai Indians,Deccan Chargers,2012,,25,,Blank,Blank,Harbhajan Singh,Cl White,Kd Karthik,Pa Patel,
18988,,548351,61,Rp Singh,,Right-hand Bat,Left-arm Fast-medium,India,Player,Mumbai Indians,Deccan Chargers,2012,,27,,Blank,Blank,Harbhajan Singh,Cl White,Kd Karthik,Pa Patel,
18989,,548351,88,Kd Karthik,,Right-hand Bat,N/a,India,Keeper,Mumbai Indians,Deccan Chargers,2012,,27,,Blank,Blank,Harbhajan Singh,Cl White,Kd Karthik,Pa Patel,
18990,,548351,126,Mm Patel,,Right-hand Bat,Right-arm Medium-fast,India,Player,Mumbai Indians,Deccan Chargers,2012,,29,,Blank,Blank,Harbhajan Singh,Cl White,Kd Karthik,Pa Patel,
18991,,548351,133,Sr Tendulkar,,Right-hand Bat,Right-arm Offbreak,India,Player,Mumbai Indians,Deccan Chargers,2012,,39,,Blank,Blank,Harbhajan Singh,Cl White,Kd Karthik,Pa Patel,
18998,,548351,17,Pa Patel,,Left-hand Bat,N/a,India,Keeper,Deccan Chargers,Mumbai Indians,2012,,27,,Blank,Blank,Cl White,Harbhajan Singh,Pa Patel,Kd Karthik,
19000,,548351,93,B Chipli,,Right-hand Bat,Right-arm Medium,India,Player,Deccan Chargers,Mumbai Indians,2012,,29,,Blank,Blank,Cl White,Harbhajan Singh,Pa Patel,Kd Karthik,
19001,,548351,94,Dw Steyn,,Right-hand Bat,Right-arm Fast,South Africa,Player,Deccan Chargers,Mumbai Indians,2012,,29,,Blank,Blank,Cl White,Harbhajan Singh,Pa Patel,Kd Karthik,
19002,,548351,136,A Mishra,,Right-hand Bat,Legbreak,India,Player,Deccan Chargers,Mumbai Indians,2012,,30,,Blank,Blank,Cl White,Harbhajan Singh,Pa Patel,Kd Karthik,
19005,,548351,258,Dt Christian,,Right-hand Bat,Right-arm Fast-medium,Australia,Player,Deccan Chargers,Mumbai Indians,2012,,29,,Blank,Blank,Cl White,Harbhajan Singh,Pa Patel,Kd Karthik,
19007,,548351,326,V Pratap Singh,,Right-hand Bat,Right-arm Medium,India,Player,Deccan Chargers,Mumbai Indians,2012,,20,,Blank,Blank,Cl White,Harbhajan Singh,Pa Patel,Kd Karthik,
19008,,548352,2,Bb Mccullum,,Right-hand Bat,Right-arm Medium,New Zealand,Keeper,Kolkata Knight Riders,Chennai Super Kings,2012,,31,,Blank,Blank,G Gambhir,Ms Dhoni,Bb Mccullum,Ms Dhoni,
19010,,548352,31,Yk Pathan,,Right-hand Bat,Right-arm Offbreak,India,Player,Kolkata Knight Riders,Chennai Super Kings,2012,,30,,Blank,Blank,G Gambhir,Ms Dhoni,Bb Mccullum,Ms Dhoni,
19015,,548352,89,R Bhatia,,Right-hand Bat,Right-arm Medium-fast,India,Player,Kolkata Knight Riders,Chennai Super Kings,2012,,33,,Blank,Blank,G Gambhir,Ms Dhoni,Bb Mccullum,Ms Dhoni,
19016,,548352,95,Db Das,,Right-hand Bat,Legbreak Googly,India,Player,Kolkata Knight Riders,Chennai Super Kings,2012,,26,,Blank,Blank,G Gambhir,Ms Dhoni,Bb Mccullum,Ms Dhoni,
19021,,548352,21,Sk Raina,,Left-hand Bat,Right-arm Offbreak,India,Player,Chennai Super Kings,Kolkata Knight Riders,2012,,26,,Blank,Blank,Ms Dhoni,G Gambhir,Ms Dhoni,Bb Mccullum,
19023,,548352,35,Ra Jadeja,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Chennai Super Kings,Kolkata Knight Riders,2012,,24,,Blank,Blank,Ms Dhoni,G Gambhir,Ms Dhoni,Bb Mccullum,
19024,,548352,71,Dj Bravo,,Right-hand Bat,Right-arm Medium-fast,West Indies,Player,Chennai Super Kings,Kolkata Knight Riders,2012,,29,,Blank,Blank,Ms Dhoni,G Gambhir,Ms Dhoni,Bb Mccullum,
19026,,548352,109,Ja Morkel,,Left-hand Bat,Right-arm Medium-fast,South Africa,Player,Chennai Super Kings,Kolkata Knight Riders,2012,,31,,Blank,Blank,Ms Dhoni,G Gambhir,Ms Dhoni,Bb Mccullum,
19027,,548352,186,Sb Jakati,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Chennai Super Kings,Kolkata Knight Riders,2012,,32,,Blank,Blank,Ms Dhoni,G Gambhir,Ms Dhoni,Bb Mccullum,
19029,,548352,303,F Du Plessis,,Right-hand Bat,Legbreak,South Africa,Player,Chennai Super Kings,Kolkata Knight Riders,2012,,28,,Blank,Blank,Ms Dhoni,G Gambhir,Ms Dhoni,Bb Mccullum,
19030,,548353,10,Cl White,,Right-hand Bat,Legbreak Googly,Australia,Player,Deccan Chargers,Pune Warriors,2012,,29,,Blank,Blank,Kc Sangakkara,Sc Ganguly,Pa Patel,Rv Uthappa,
19033,,548353,42,S Dhawan,,Left-hand Bat,Right-arm Offbreak,India,Player,Deccan Chargers,Pune Warriors,2012,,27,,Blank,Blank,Kc Sangakkara,Sc Ganguly,Pa Patel,Rv Uthappa,
19035,,548353,136,A Mishra,,Right-hand Bat,Legbreak,India,Player,Deccan Chargers,Pune Warriors,2012,,30,,Blank,Blank,Kc Sangakkara,Sc Ganguly,Pa Patel,Rv Uthappa,
19038,,548353,325,A Ashish Reddy,,Right-hand Bat,Right-arm Medium,India,Player,Deccan Chargers,Pune Warriors,2012,,21,,Blank,Blank,Kc Sangakkara,Sc Ganguly,Pa Patel,Rv Uthappa,
19039,,548353,326,V Pratap Singh,,Right-hand Bat,Right-arm Medium,India,Player,Deccan Chargers,Pune Warriors,2012,,20,,Blank,Blank,Kc Sangakkara,Sc Ganguly,Pa Patel,Rv Uthappa,
19042,,548353,46,Rv Uthappa,,Right-hand Bat,Right-arm Medium,India,Keeper,Pune Warriors,Deccan Chargers,2012,,27,,Blank,Blank,Sc Ganguly,Kc Sangakkara,Rv Uthappa,Pa Patel,
19044,,548353,83,M Kartik,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Pune Warriors,Deccan Chargers,2012,,36,,Blank,Blank,Sc Ganguly,Kc Sangakkara,Rv Uthappa,Pa Patel,
19045,,548353,96,Mk Pandey,,Right-hand Bat,Right-arm Medium,India,Player,Pune Warriors,Deccan Chargers,2012,,23,,Blank,Blank,Sc Ganguly,Kc Sangakkara,Rv Uthappa,Pa Patel,
19046,,548353,171,M Manhas,,Right-hand Bat,Right-arm Offbreak,India,Player,Pune Warriors,Deccan Chargers,2012,,33,,Blank,Blank,Sc Ganguly,Kc Sangakkara,Rv Uthappa,Pa Patel,
19048,,548353,299,B Kumar,,Right-hand Bat,Right-arm Medium,India,Player,Pune Warriors,Deccan Chargers,2012,,22,,Blank,Blank,Sc Ganguly,Kc Sangakkara,Rv Uthappa,Pa Patel,
19051,,548353,328,Mj Clarke,,Right-hand Bat,Slow Left-arm Orthodox,Australia,Player,Pune Warriors,Deccan Chargers,2012,,31,,Blank,Blank,Sc Ganguly,Kc Sangakkara,Rv Uthappa,Pa Patel,
19052,,548354,29,Ik Pathan,,Left-hand Bat,Left-arm Medium-fast,India,Player,Delhi Daredevils,Rajasthan Royals,2012,,28,,Blank,Blank,V Sehwag,R Dravid,Nv Ojha,Sp Goswami,
19058,,548354,190,M Morkel,,Left-hand Bat,Right-arm Fast,South Africa,Player,Delhi Daredevils,Rajasthan Royals,2012,,28,,Blank,Blank,V Sehwag,R Dravid,Nv Ojha,Sp Goswami,
19060,,548354,232,Ut Yadav,,Right-hand Bat,Right-arm Fast-medium,India,Player,Delhi Daredevils,Rajasthan Royals,2012,,25,,Blank,Blank,V Sehwag,R Dravid,Nv Ojha,Sp Goswami,
19062,,548354,322,P Negi,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Delhi Daredevils,Rajasthan Royals,2012,,19,,Blank,Blank,V Sehwag,R Dravid,Nv Ojha,Sp Goswami,
19063,,548354,6,R Dravid,,Right-hand Bat,Right-arm Offbreak,India,Captain,Rajasthan Royals,Delhi Daredevils,2012,,39,,Blank,Blank,R Dravid,V Sehwag,Sp Goswami,Nv Ojha,
19065,,548354,75,Pankaj Singh,,Right-hand Bat,Right-arm Medium-fast,India,Player,Rajasthan Royals,Delhi Daredevils,2012,,27,,Blank,Blank,R Dravid,V Sehwag,Sp Goswami,Nv Ojha,
19066,,548354,85,Am Rahane,,Right-hand Bat,Right-arm Medium,India,Player,Rajasthan Royals,Delhi Daredevils,2012,,24,,Blank,Blank,R Dravid,V Sehwag,Sp Goswami,Nv Ojha,
19067,,548354,104,Bj Hodge,,Right-hand Bat,Right-arm Offbreak,Australia,Player,Rajasthan Royals,Delhi Daredevils,2012,,38,,Blank,Blank,R Dravid,V Sehwag,Sp Goswami,Nv Ojha,
19070,,548354,204,Oa Shah,,Right-hand Bat,Right-arm Offbreak,England,Player,Rajasthan Royals,Delhi Daredevils,2012,,34,,Blank,Blank,R Dravid,V Sehwag,Sp Goswami,Nv Ojha,
19073,,548354,316,Gb Hogg,,Left-hand Bat,Slow Left-arm Chinaman,Australia,Player,Rajasthan Royals,Delhi Daredevils,2012,,41,,Blank,Blank,R Dravid,V Sehwag,Sp Goswami,Nv Ojha,
19076,,548355,79,Ss Tiwary,,Left-hand Bat,N/a,India,Player,Royal Challengers Bangalore,Kings Xi Punjab,2012,,23,,Blank,Blank,Dl Vettori,Dj Hussey,Ab De Villiers,N Saini,
19077,,548355,81,R Vinay Kumar,,Right-hand Bat,Right-arm Medium,India,Player,Royal Challengers Bangalore,Kings Xi Punjab,2012,,28,,Blank,Blank,Dl Vettori,Dj Hussey,Ab De Villiers,N Saini,
19078,,548355,110,Ab De Villiers,,Right-hand Bat,Right-arm Medium,South Africa,Keeper,Royal Challengers Bangalore,Kings Xi Punjab,2012,,28,,Blank,Blank,Dl Vettori,Dj Hussey,Ab De Villiers,N Saini,
19079,,548355,162,Ch Gayle,,Left-hand Bat,Right-arm Offbreak,West Indies,Player,Royal Challengers Bangalore,Kings Xi Punjab,2012,,33,,Blank,Blank,Dl Vettori,Dj Hussey,Ab De Villiers,N Saini,
19084,,548355,261,Auk Pathan,,Right-hand Bat,Right-arm Medium,India,Player,Royal Challengers Bangalore,Kings Xi Punjab,2012,,28,,Blank,Blank,Dl Vettori,Dj Hussey,Ab De Villiers,N Saini,
19088,,548355,67,Pp Chawla,,Left-hand Bat,Legbreak,India,Player,Kings Xi Punjab,Royal Challengers Bangalore,2012,,24,,Blank,Blank,Dj Hussey,Dl Vettori,N Saini,Ab De Villiers,
19091,,548355,212,P Dogra,,Right-hand Bat,Legbreak,India,Player,Kings Xi Punjab,Royal Challengers Bangalore,2012,,28,,Blank,Blank,Dj Hussey,Dl Vettori,N Saini,Ab De Villiers,
19092,,548355,236,Mandeep Singh,,Right-hand Bat,Right-arm Medium,India,Player,Kings Xi Punjab,Royal Challengers Bangalore,2012,,21,,Blank,Blank,Dj Hussey,Dl Vettori,N Saini,Ab De Villiers,
19094,,548355,321,Azhar Mahmood,,Right-hand Bat,Right-arm Fast-medium,Pakistan,Player,Kings Xi Punjab,Royal Challengers Bangalore,2012,,37,,Blank,Blank,Dj Hussey,Dl Vettori,N Saini,Ab De Villiers,
19097,,548356,57,Rg Sharma,,Right-hand Bat,Right-arm Offbreak,India,Player,Mumbai Indians,Pune Warriors,2012,,25,,Blank,Blank,Harbhajan Singh,Sc Ganguly,Kd Karthik,Rv Uthappa,
19100,,548356,131,Pp Ojha,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Mumbai Indians,Pune Warriors,2012,,26,,Blank,Blank,Harbhajan Singh,Sc Ganguly,Kd Karthik,Rv Uthappa,
19101,,548356,133,Sr Tendulkar,,Right-hand Bat,Right-arm Offbreak,India,Player,Mumbai Indians,Pune Warriors,2012,,39,,Blank,Blank,Harbhajan Singh,Sc Ganguly,Kd Karthik,Rv Uthappa,
19103,,548356,208,At Rayudu,,Right-hand Bat,Right-arm Offbreak,India,Player,Mumbai Indians,Pune Warriors,2012,,27,,Blank,Blank,Harbhajan Singh,Sc Ganguly,Kd Karthik,Rv Uthappa,
19109,,548356,73,A Nehra,,Right-hand Bat,Left-arm Medium-fast,India,Player,Pune Warriors,Mumbai Indians,2012,,33,,Blank,Blank,Sc Ganguly,Harbhajan Singh,Rv Uthappa,Kd Karthik,
19113,,548356,171,M Manhas,,Right-hand Bat,Right-arm Offbreak,India,Player,Pune Warriors,Mumbai Indians,2012,,33,,Blank,Blank,Sc Ganguly,Harbhajan Singh,Rv Uthappa,Kd Karthik,
19114,,548356,267,Wd Parnell,,Left-hand Bat,Left-arm Medium-fast,South Africa,Player,Pune Warriors,Mumbai Indians,2012,,23,,Blank,Blank,Sc Ganguly,Harbhajan Singh,Rv Uthappa,Kd Karthik,
19117,,548356,328,Mj Clarke,,Right-hand Bat,Slow Left-arm Orthodox,Australia,Player,Pune Warriors,Mumbai Indians,2012,,31,,Blank,Blank,Sc Ganguly,Harbhajan Singh,Rv Uthappa,Kd Karthik,
19118,,548357,20,Ms Dhoni,,Right-hand Bat,Right-arm Medium,India,Captainkeeper,Chennai Super Kings,Deccan Chargers,2012,,31,,Blank,Blank,Ms Dhoni,Kc Sangakkara,Ms Dhoni,Pa Patel,
19119,,548357,21,Sk Raina,,Left-hand Bat,Right-arm Offbreak,India,Player,Chennai Super Kings,Deccan Chargers,2012,,26,,Blank,Blank,Ms Dhoni,Kc Sangakkara,Ms Dhoni,Pa Patel,
