match_sk,match_id,team1,team2,match_date,season_year,venue_name,city_name,country_name,toss_winner,match_winner,toss_name,win_type,outcome_type,manofmach,win_margin,country_id,match_date_cleaned
263,548326,Delhi Daredevils,Deccan Chargers,4/19/2012,2012,Feroz Shah Kotla,Delhi,India,Deccan Chargers,Delhi Daredevils,Bat,Wickets,Result,Kp Pietersen,5,1,2012-04-19
264,548327,Pune Warriors,Chennai Super Kings,4/14/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Chennai Super Kings,Pune Warriors,Bat,Wickets,Result,Jd Ryder,7,1,2012-04-14
265,548328,Kolkata Knight Riders,Kings Xi Punjab,4/15/2012,2012,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kings Xi Punjab,Field,Runs,Result,Sp Narine,2,1,2012-04-15
266,548329,Royal Challengers Bangalore,Rajasthan Royals,4/15/2012,2012,M Chinnaswamy Stadium,Bangalore,India,Rajasthan Royals,Rajasthan Royals,Bat,Runs,Result,Am Rahane,59,1,2012-04-15
267,548330,Mumbai Indians,Delhi Daredevils,4/16/2012,2012,Wankhede Stadium,Mumbai,India,Delhi Daredevils,Delhi Daredevils,Field,Wickets,Result,S Nadeem,7,1,2012-04-16
268,548331,Rajasthan Royals,Deccan Chargers,4/17/2012,2012,Sawai Mansingh Stadium,Jaipur,India,Deccan Chargers,Rajasthan Royals,Bat,Wickets,Result,Bj Hodge,5,1,2012-04-17
269,548332,Royal Challengers Bangalore,Pune Warriors,4/17/2012,2012,M Chinnaswamy Stadium,Bangalore,India,Pune Warriors,Royal Challengers Bangalore,Bat,Wickets,Result,Ch Gayle,6,1,2012-04-17
270,548333,Kings Xi Punjab,Kolkata Knight Riders,4/18/2012,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings Xi Punjab,Kolkata Knight Riders,Bat,Wickets,Result,G Gambhir,8,1,2012-04-18
271,548334,Deccan Chargers,Delhi Daredevils,5/10/2012,2012,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Delhi Daredevils,Bat,Wickets,Result,Da Warner,9,1,2012-05-10
272,548335,Chennai Super Kings,Pune Warriors,4/19/2012,2012,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Pune Warriors,Chennai Super Kings,Field,Runs,Result,Kmdn Kulasekara,13,1,2012-04-19
273,548336,Kings Xi Punjab,Royal Challengers Bangalore,4/20/2012,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Wickets,Result,Ch Gayle,5,1,2012-04-20
274,548337,Chennai Super Kings,Rajasthan Royals,4/21/2012,2012,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Rajasthan Royals,Chennai Super Kings,Bat,Wickets,Result,F Du Plessis,7,1,2012-04-21
275,548338,Delhi Daredevils,Pune Warriors,4/21/2012,2012,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Pune Warriors,Field,Runs,Result,Sc Ganguly,20,1,2012-04-21
276,548339,Mumbai Indians,Kings Xi Punjab,4/22/2012,2012,Wankhede Stadium,Mumbai,India,Mumbai Indians,Kings Xi Punjab,Bat,Wickets,Result,Se Marsh,6,1,2012-04-22
277,548340,Deccan Chargers,Kolkata Knight Riders,4/22/2012,2012,Barabati Stadium,Cuttack,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,Wickets,Result,B Lee,5,1,2012-04-22
278,548341,Rajasthan Royals,Royal Challengers Bangalore,4/23/2012,2012,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Royal Challengers Bangalore,Field,Runs,Result,Ab De Villiers,46,1,2012-04-23
279,548342,Pune Warriors,Delhi Daredevils,4/24/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Delhi Daredevils,Bat,Wickets,Result,V Sehwag,8,1,2012-04-24
280,548344,Kings Xi Punjab,Mumbai Indians,4/25/2012,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings Xi Punjab,Mumbai Indians,Bat,Wickets,Result,At Rayudu,4,1,2012-04-25
281,548346,Pune Warriors,Deccan Chargers,4/26/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Deccan Chargers,Deccan Chargers,Bat,Runs,Result,Cl White,18,1,2012-04-26
282,548347,Delhi Daredevils,Mumbai Indians,4/27/2012,2012,Feroz Shah Kotla,Delhi,India,Mumbai Indians,Delhi Daredevils,Field,Runs,Result,V Sehwag,37,1,2012-04-27
283,548348,Chennai Super Kings,Kings Xi Punjab,4/28/2012,2012,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Kings Xi Punjab,Kings Xi Punjab,Bat,Runs,Result,Mandeep Singh,7,1,2012-04-28
284,548349,Kolkata Knight Riders,Royal Challengers Bangalore,4/28/2012,2012,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,Bat,Runs,Result,G Gambhir,47,1,2012-04-28
285,548350,Delhi Daredevils,Rajasthan Royals,4/29/2012,2012,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,Bat,Runs,Result,V Sehwag,1,1,2012-04-29
286,548351,Mumbai Indians,Deccan Chargers,4/29/2012,2012,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,Field,Wickets,Result,Dw Steyn,5,1,2012-04-29
287,548352,Chennai Super Kings,Kolkata Knight Riders,4/30/2012,2012,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Kolkata Knight Riders,Bat,Wickets,Result,G Gambhir,5,1,2012-04-30
288,548353,Deccan Chargers,Pune Warriors,5/1/2012,2012,Barabati Stadium,Cuttack,India,Deccan Chargers,Deccan Chargers,Bat,Runs,Result,Kc Sangakkara,13,1,2012-05-01
289,548354,Rajasthan Royals,Delhi Daredevils,5/1/2012,2012,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Delhi Daredevils,Bat,Wickets,Result,P Negi,6,1,2012-05-01
290,548355,Royal Challengers Bangalore,Kings Xi Punjab,5/2/2012,2012,M Chinnaswamy Stadium,Bangalore,India,Kings Xi Punjab,Kings Xi Punjab,Field,Wickets,Result,Azhar Mahmood,4,1,2012-05-02
291,548356,Pune Warriors,Mumbai Indians,5/3/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Mumbai Indians,Mumbai Indians,Bat,Runs,Result,Sl Malinga,1,1,2012-05-03
292,548357,Chennai Super Kings,Deccan Chargers,5/4/2012,2012,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,Bat,Runs,Result,Sk Raina,10,1,2012-05-04
293,548358,Kolkata Knight Riders,Pune Warriors,5/5/2012,2012,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,Bat,Runs,Result,Sp Narine,7,1,2012-05-05
294,548359,Kings Xi Punjab,Rajasthan Royals,5/5/2012,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Rajasthan Royals,Rajasthan Royals,Bat,Runs,Result,Sr Watson,43,1,2012-05-05
295,548360,Mumbai Indians,Chennai Super Kings,5/6/2012,2012,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,Field,Wickets,Result,Dr Smith,2,1,2012-05-06
296,548361,Royal Challengers Bangalore,Deccan Chargers,5/6/2012,2012,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Wickets,Result,Ab De Villiers,5,1,2012-05-06
297,548362,Delhi Daredevils,Kolkata Knight Riders,5/7/2012,2012,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Kolkata Knight Riders,Bat,Wickets,Result,Jh Kallis,6,1,2012-05-07
298,548363,Pune Warriors,Rajasthan Royals,5/8/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Rajasthan Royals,Bat,Wickets,Result,Sr Watson,7,1,2012-05-08
299,548364,Deccan Chargers,Kings Xi Punjab,5/8/2012,2012,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Kings Xi Punjab,Field,Runs,Result,Mandeep Singh,25,1,2012-05-08
300,548365,Mumbai Indians,Royal Challengers Bangalore,5/9/2012,2012,Wankhede Stadium,Mumbai,India,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Wickets,Result,Ch Gayle,9,1,2012-05-09
301,548366,Rajasthan Royals,Chennai Super Kings,5/10/2012,2012,Sawai Mansingh Stadium,Jaipur,India,Chennai Super Kings,Chennai Super Kings,Field,Wickets,Result,Bw Hilfenhaus,4,1,2012-05-10
302,548367,Pune Warriors,Royal Challengers Bangalore,5/11/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Royal Challengers Bangalore,Field,Runs,Result,Ch Gayle,35,1,2012-05-11
303,548368,Kolkata Knight Riders,Mumbai Indians,5/12/2012,2012,Eden Gardens,Kolkata,India,Mumbai Indians,Mumbai Indians,Bat,Runs,Result,Rg Sharma,27,1,2012-05-12
304,548369,Chennai Super Kings,Delhi Daredevils,5/12/2012,2012,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,Field,Wickets,Result,Bw Hilfenhaus,9,1,2012-05-12
305,548370,Rajasthan Royals,Pune Warriors,5/13/2012,2012,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,Bat,Runs,Result,A Chandila,45,1,2012-05-13
306,548371,Kings Xi Punjab,Deccan Chargers,5/13/2012,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Deccan Chargers,Kings Xi Punjab,Bat,Wickets,Result,Dj Hussey,4,1,2012-05-13
307,548372,Royal Challengers Bangalore,Mumbai Indians,5/14/2012,2012,M Chinnaswamy Stadium,Bangalore,India,Mumbai Indians,Mumbai Indians,Field,Wickets,Result,At Rayudu,5,1,2012-05-14
308,548373,Kolkata Knight Riders,Chennai Super Kings,5/14/2012,2012,Eden Gardens,Kolkata,India,Chennai Super Kings,Chennai Super Kings,Field,Wickets,Result,Mek Hussey,5,1,2012-05-14
309,548374,Delhi Daredevils,Kings Xi Punjab,5/15/2012,2012,Feroz Shah Kotla,Delhi,India,Kings Xi Punjab,Delhi Daredevils,Bat,Wickets,Result,Ut Yadav,5,1,2012-05-15
310,548375,Mumbai Indians,Kolkata Knight Riders,5/16/2012,2012,Wankhede Stadium,Mumbai,India,Mumbai Indians,Kolkata Knight Riders,Field,Runs,Result,Sp Narine,32,1,2012-05-16
311,548376,Kings Xi Punjab,Chennai Super Kings,5/17/2012,2012,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Kings Xi Punjab,Kings Xi Punjab,Field,Wickets,Result,Ac Gilchrist,6,1,2012-05-17
312,548377,Delhi Daredevils,Royal Challengers Bangalore,5/17/2012,2012,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Royal Challengers Bangalore,Field,Runs,Result,Ch Gayle,21,1,2012-05-17
313,548378,Deccan Chargers,Rajasthan Royals,5/18/2012,2012,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Rajasthan Royals,Deccan Chargers,Bat,Wickets,Result,Dw Steyn,5,1,2012-05-18
314,548379,Kings Xi Punjab,Delhi Daredevils,5/19/2012,2012,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Delhi Daredevils,Delhi Daredevils,Field,Wickets,Result,Ut Yadav,6,1,2012-05-19
315,548380,Pune Warriors,Kolkata Knight Riders,5/19/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Kolkata Knight Riders,Kolkata Knight Riders,Bat,Runs,Result,Shakib Al Hasan,34,1,2012-05-19
316,548381,Deccan Chargers,Royal Challengers Bangalore,5/20/2012,2012,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Royal Challengers Bangalore,Deccan Chargers,Field,Runs,Result,Dw Steyn,9,1,2012-05-20
317,548382,Rajasthan Royals,Mumbai Indians,5/20/2012,2012,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Mumbai Indians,Bat,Wickets,Result,Dr Smith,10,1,2012-05-20
318,548383,Delhi Daredevils,Kolkata Knight Riders,5/22/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Kolkata Knight Riders,Kolkata Knight Riders,Bat,Runs,Result,Yk Pathan,18,1,2012-05-22
319,548384,Chennai Super Kings,Mumbai Indians,5/23/2012,2012,M Chinnaswamy Stadium,Bangalore,India,Mumbai Indians,Chennai Super Kings,Field,Runs,Result,Ms Dhoni,38,1,2012-05-23
320,548385,Delhi Daredevils,Chennai Super Kings,5/25/2012,2012,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Delhi Daredevils,Chennai Super Kings,Field,Runs,Result,M Vijay,86,1,2012-05-25
321,548386,Kolkata Knight Riders,Chennai Super Kings,5/27/2012,2012,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Kolkata Knight Riders,Bat,Wickets,Result,Ms Bisla,5,1,2012-05-27
322,598003,Kolkata Knight Riders,Delhi Daredevils,4/3/2013,2013,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,Wickets,Result,Sp Narine,6,1,2013-04-03
323,598004,Royal Challengers Bangalore,Mumbai Indians,4/4/2013,2013,M Chinnaswamy Stadium,Bangalore,India,Mumbai Indians,Royal Challengers Bangalore,Field,Runs,Result,Ch Gayle,2,1,2013-04-04
324,598005,Sunrisers Hyderabad,Pune Warriors,4/5/2013,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Pune Warriors,Sunrisers Hyderabad,Field,Runs,Result,A Mishra,22,1,2013-04-05
325,598006,Delhi Daredevils,Rajasthan Royals,4/6/2013,2013,Feroz Shah Kotla,Delhi,India,Rajasthan Royals,Rajasthan Royals,Bat,Runs,Result,R Dravid,5,1,2013-04-06
326,598007,Chennai Super Kings,Mumbai Indians,4/6/2013,2013,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Mumbai Indians,Mumbai Indians,Bat,Runs,Result,Ka Pollard,9,1,2013-04-06
327,598008,Pune Warriors,Kings Xi Punjab,4/7/2013,2013,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Kings Xi Punjab,Bat,Wickets,Result,M Vohra,8,1,2013-04-07
328,598009,Sunrisers Hyderabad,Royal Challengers Bangalore,4/7/2013,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Royal Challengers Bangalore,Sunrisers Hyderabad,Bat,Tie,Superover,Gh Vihari,,1,2013-04-07
329,598010,Rajasthan Royals,Kolkata Knight Riders,4/8/2013,2013,Sawai Mansingh Stadium,Jaipur,India,Kolkata Knight Riders,Rajasthan Royals,Field,Runs,Result,Sk Trivedi,19,1,2013-04-08
330,598011,Mumbai Indians,Delhi Daredevils,4/9/2013,2013,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,Bat,Runs,Result,Kd Karthik,44,1,2013-04-09
331,598012,Kings Xi Punjab,Chennai Super Kings,4/10/2013,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Chennai Super Kings,Chennai Super Kings,Field,Wickets,Result,Mek Hussey,10,1,2013-04-10
332,598013,Royal Challengers Bangalore,Kolkata Knight Riders,4/11/2013,2013,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Wickets,Result,Ch Gayle,8,1,2013-04-11
333,598014,Pune Warriors,Rajasthan Royals,4/11/2013,2013,Subrata Roy Sahara Stadium,Pune,India,Rajasthan Royals,Pune Warriors,Bat,Wickets,Result,Aj Finch,7,1,2013-04-11
334,598015,Delhi Daredevils,Sunrisers Hyderabad,4/12/2013,2013,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Sunrisers Hyderabad,Bat,Wickets,Result,A Mishra,3,1,2013-04-12
335,598016,Mumbai Indians,Pune Warriors,4/13/2013,2013,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,Bat,Runs,Result,Rg Sharma,41,1,2013-04-13
336,598017,Chennai Super Kings,Royal Challengers Bangalore,4/13/2013,2013,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,Field,Wickets,Result,Ra Jadeja,4,1,2013-04-13
337,598018,Kolkata Knight Riders,Sunrisers Hyderabad,4/14/2013,2013,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,Bat,Runs,Result,G Gambhir,48,1,2013-04-14
338,598019,Rajasthan Royals,Kings Xi Punjab,4/14/2013,2013,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,Field,Wickets,Result,Jp Faulkner,6,1,2013-04-14
339,598020,Chennai Super Kings,Pune Warriors,4/15/2013,2013,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Pune Warriors,Pune Warriors,Bat,Runs,Result,Spd Smith,24,1,2013-04-15
340,598021,Kings Xi Punjab,Kolkata Knight Riders,4/16/2013,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kolkata Knight Riders,Kings Xi Punjab,Field,Runs,Result,Ms Gony,4,1,2013-04-16
341,598022,Royal Challengers Bangalore,Delhi Daredevils,4/16/2013,2013,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Tie,Superover,V Kohli,,1,2013-04-16
342,598023,Pune Warriors,Sunrisers Hyderabad,4/17/2013,2013,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Sunrisers Hyderabad,Field,Runs,Result,A Mishra,11,1,2013-04-17
343,598024,Rajasthan Royals,Mumbai Indians,4/17/2013,2013,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,Bat,Runs,Result,Am Rahane,87,1,2013-04-17
344,598025,Delhi Daredevils,Chennai Super Kings,4/18/2013,2013,Feroz Shah Kotla,Delhi,India,Chennai Super Kings,Chennai Super Kings,Bat,Runs,Result,Mek Hussey,86,1,2013-04-18
345,598026,Sunrisers Hyderabad,Kings Xi Punjab,4/19/2013,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Kings Xi Punjab,Sunrisers Hyderabad,Bat,Wickets,Result,Gh Vihari,5,1,2013-04-19
346,598027,Kolkata Knight Riders,Chennai Super Kings,4/20/2013,2013,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Chennai Super Kings,Bat,Wickets,Result,Ra Jadeja,4,1,2013-04-20
347,598028,Royal Challengers Bangalore,Rajasthan Royals,4/20/2013,2013,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Wickets,Result,R Vinay Kumar,7,1,2013-04-20
348,598029,Delhi Daredevils,Mumbai Indians,4/21/2013,2013,Feroz Shah Kotla,Delhi,India,Mumbai Indians,Delhi Daredevils,Bat,Wickets,Result,V Sehwag,9,1,2013-04-21
349,598030,Kings Xi Punjab,Pune Warriors,4/21/2013,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings Xi Punjab,Kings Xi Punjab,Field,Wickets,Result,Da Miller,7,1,2013-04-21
350,598031,Chennai Super Kings,Rajasthan Royals,4/22/2013,2013,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Rajasthan Royals,Chennai Super Kings,Bat,Wickets,Result,Mek Hussey,5,1,2013-04-22
351,598032,Royal Challengers Bangalore,Pune Warriors,4/23/2013,2013,M Chinnaswamy Stadium,Bangalore,India,Pune Warriors,Royal Challengers Bangalore,Field,Runs,Result,Ch Gayle,130,1,2013-04-23
352,598033,Kings Xi Punjab,Delhi Daredevils,5/16/2013,2013,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Delhi Daredevils,Kings Xi Punjab,Field,Runs,Result,Da Miller,7,1,2013-05-16
353,598034,Kolkata Knight Riders,Mumbai Indians,4/24/2013,2013,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Mumbai Indians,Bat,Wickets,Result,Dr Smith,5,1,2013-04-24
354,598035,Chennai Super Kings,Sunrisers Hyderabad,4/25/2013,2013,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Sunrisers Hyderabad,Chennai Super Kings,Bat,Wickets,Result,Ms Dhoni,5,1,2013-04-25
355,598036,Kolkata Knight Riders,Kings Xi Punjab,4/26/2013,2013,Eden Gardens,Kolkata,India,Kings Xi Punjab,Kolkata Knight Riders,Bat,Wickets,Result,Jh Kallis,6,1,2013-04-26
356,598037,Rajasthan Royals,Sunrisers Hyderabad,4/27/2013,2013,Sawai Mansingh Stadium,Jaipur,India,Sunrisers Hyderabad,Rajasthan Royals,Bat,Wickets,Result,Jp Faulkner,8,1,2013-04-27
357,598038,Mumbai Indians,Royal Challengers Bangalore,4/27/2013,2013,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,Bat,Runs,Result,Dr Smith,58,1,2013-04-27
358,598039,Chennai Super Kings,Kolkata Knight Riders,4/28/2013,2013,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Kolkata Knight Riders,Chennai Super Kings,Field,Runs,Result,Mek Hussey,14,1,2013-04-28
359,598040,Delhi Daredevils,Pune Warriors,4/28/2013,2013,Shaheed Veer Narayan Singh International Stadium,Raipur,India,Pune Warriors,Delhi Daredevils,Field,Runs,Result,Da Warner,15,1,2013-04-28
360,598041,Rajasthan Royals,Royal Challengers Bangalore,4/29/2013,2013,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,Field,Wickets,Result,Sv Samson,4,1,2013-04-29
361,598042,Mumbai Indians,Kings Xi Punjab,4/29/2013,2013,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,Bat,Runs,Result,Rg Sharma,4,1,2013-04-29
362,598043,Pune Warriors,Chennai Super Kings,4/30/2013,2013,Subrata Roy Sahara Stadium,Pune,India,Chennai Super Kings,Chennai Super Kings,Bat,Runs,Result,Ms Dhoni,37,1,2013-04-30
363,598044,Sunrisers Hyderabad,Mumbai Indians,5/1/2013,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Mumbai Indians,Sunrisers Hyderabad,Bat,Wickets,Result,I Sharma,7,1,2013-05-01
364,598045,Delhi Daredevils,Kolkata Knight Riders,5/1/2013,2013,Shaheed Veer Narayan Singh International Stadium,Raipur,India,Kolkata Knight Riders,Delhi Daredevils,Bat,Wickets,Result,Da Warner,7,1,2013-05-01
365,598046,Chennai Super Kings,Kings Xi Punjab,5/2/2013,2013,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,Bat,Runs,Result,Sk Raina,15,1,2013-05-02
366,598047,Pune Warriors,Royal Challengers Bangalore,5/2/2013,2013,Subrata Roy Sahara Stadium,Pune,India,Royal Challengers Bangalore,Royal Challengers Bangalore,Bat,Runs,Result,Ab De Villiers,17,1,2013-05-02
367,598048,Kolkata Knight Riders,Rajasthan Royals,5/3/2013,2013,Eden Gardens,Kolkata,India,Rajasthan Royals,Kolkata Knight Riders,Bat,Wickets,Result,Yk Pathan,8,1,2013-05-03
368,598049,Sunrisers Hyderabad,Delhi Daredevils,5/4/2013,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Delhi Daredevils,Sunrisers Hyderabad,Bat,Wickets,Result,Djg Sammy,6,1,2013-05-04
369,598050,Royal Challengers Bangalore,Kings Xi Punjab,5/14/2013,2013,M Chinnaswamy Stadium,Bangalore,India,Kings Xi Punjab,Kings Xi Punjab,Field,Wickets,Result,Ac Gilchrist,7,1,2013-05-14
370,598051,Mumbai Indians,Chennai Super Kings,5/5/2013,2013,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,Bat,Runs,Result,Mg Johnson,60,1,2013-05-05
371,598052,Rajasthan Royals,Pune Warriors,5/5/2013,2013,Sawai Mansingh Stadium,Jaipur,India,Pune Warriors,Rajasthan Royals,Bat,Wickets,Result,Am Rahane,5,1,2013-05-05
372,598053,Royal Challengers Bangalore,Sunrisers Hyderabad,4/9/2013,2013,M Chinnaswamy Stadium,Bangalore,India,Sunrisers Hyderabad,Royal Challengers Bangalore,Bat,Wickets,Result,V Kohli,7,1,2013-04-09
373,598054,Rajasthan Royals,Delhi Daredevils,5/7/2013,2013,Sawai Mansingh Stadium,Jaipur,India,Delhi Daredevils,Rajasthan Royals,Bat,Wickets,Result,Am Rahane,9,1,2013-05-07
374,598055,Mumbai Indians,Kolkata Knight Riders,5/7/2013,2013,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,Bat,Runs,Result,Sr Tendulkar,65,1,2013-05-07
375,598056,Sunrisers Hyderabad,Chennai Super Kings,5/8/2013,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Sunrisers Hyderabad,Chennai Super Kings,Field,Runs,Result,Sk Raina,77,1,2013-05-08
376,598057,Kings Xi Punjab,Rajasthan Royals,5/9/2013,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Rajasthan Royals,Rajasthan Royals,Field,Wickets,Result,Kk Cooper,8,1,2013-05-09
377,598058,Pune Warriors,Kolkata Knight Riders,5/9/2013,2013,Subrata Roy Sahara Stadium,Pune,India,Kolkata Knight Riders,Kolkata Knight Riders,Bat,Runs,Result,G Gambhir,46,1,2013-05-09
378,598059,Delhi Daredevils,Royal Challengers Bangalore,5/10/2013,2013,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Royal Challengers Bangalore,Field,Runs,Result,Jd Unadkat,4,1,2013-05-10
379,598060,Pune Warriors,Mumbai Indians,5/11/2013,2013,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Mumbai Indians,Bat,Wickets,Result,Mg Johnson,5,1,2013-05-11
380,598061,Kings Xi Punjab,Sunrisers Hyderabad,5/11/2013,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings Xi Punjab,Sunrisers Hyderabad,Field,Runs,Result,Pa Patel,30,1,2013-05-11
381,598062,Kolkata Knight Riders,Royal Challengers Bangalore,5/12/2013,2013,Jsca International Stadium Complex,Ranchi,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,Wickets,Result,Jh Kallis,5,1,2013-05-12
382,598063,Rajasthan Royals,Chennai Super Kings,5/12/2013,2013,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,Field,Wickets,Result,Sr Watson,5,1,2013-05-12
383,598064,Delhi Daredevils,Kings Xi Punjab,4/23/2013,2013,Feroz Shah Kotla,Delhi,India,Kings Xi Punjab,Kings Xi Punjab,Field,Wickets,Result,Harmeet Singh,5,1,2013-04-23
384,598065,Mumbai Indians,Sunrisers Hyderabad,5/13/2013,2013,Wankhede Stadium,Mumbai,India,Sunrisers Hyderabad,Mumbai Indians,Bat,Wickets,Result,Ka Pollard,7,1,2013-05-13
385,598066,Kolkata Knight Riders,Pune Warriors,5/15/2013,2013,Jsca International Stadium Complex,Ranchi,India,Kolkata Knight Riders,Pune Warriors,Field,Runs,Result,Mk Pandey,7,1,2013-05-15
386,598067,Chennai Super Kings,Delhi Daredevils,5/14/2013,2013,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,Bat,Runs,Result,Ms Dhoni,33,1,2013-05-14
387,598068,Mumbai Indians,Rajasthan Royals,5/15/2013,2013,Wankhede Stadium,Mumbai,India,Rajasthan Royals,Mumbai Indians,Field,Runs,Result,Ap Tare,14,1,2013-05-15
388,598069,Kings Xi Punjab,Royal Challengers Bangalore,5/6/2013,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings Xi Punjab,Kings Xi Punjab,Field,Wickets,Result,Da Miller,6,1,2013-05-06
