match_sk,match_id,team1,team2,match_date,season_year,venue_name,city_name,country_name,toss_winner,match_winner,toss_name,win_type,outcome_type,manofmach,win_margin,country_id,match_date_cleaned
389,598070,Sunrisers Hyderabad,Rajasthan Royals,5/17/2013,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Sunrisers Hyderabad,Sunrisers Hyderabad,Bat,Runs,Result,A Mishra,23,1,2013-05-17
390,598071,Kings Xi Punjab,Mumbai Indians,5/18/2013,2013,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Mumbai Indians,Kings Xi Punjab,Field,Runs,Result,Azhar Mahmood,50,1,2013-05-18
391,598072,Pune Warriors,Delhi Daredevils,5/19/2013,2013,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Pune Warriors,Bat,Runs,Result,Lj Wright,38,1,2013-05-19
392,598073,Royal Challengers Bangalore,Chennai Super Kings,5/18/2013,2013,M Chinnaswamy Stadium,Bangalore,India,Chennai Super Kings,Royal Challengers Bangalore,Field,Runs,Result,V Kohli,24,1,2013-05-18
393,598074,Sunrisers Hyderabad,Kolkata Knight Riders,5/19/2013,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Kolkata Knight Riders,Sunrisers Hyderabad,Bat,Wickets,Result,Pa Patel,5,1,2013-05-19
394,598075,Chennai Super Kings,Mumbai Indians,5/21/2013,2013,Feroz Shah Kotla,Delhi,India,Chennai Super Kings,Chennai Super Kings,Bat,Runs,Result,Mek Hussey,48,1,2013-05-21
395,598076,Rajasthan Royals,Sunrisers Hyderabad,5/22/2013,2013,Feroz Shah Kotla,Delhi,India,Sunrisers Hyderabad,Rajasthan Royals,Bat,Wickets,Result,Bj Hodge,4,1,2013-05-22
396,598077,Mumbai Indians,Rajasthan Royals,5/24/2013,2013,Eden Gardens,Kolkata,India,Rajasthan Royals,Mumbai Indians,Bat,Wickets,Result,Harbhajan Singh,4,1,2013-05-24
397,598078,Chennai Super Kings,Mumbai Indians,5/26/2013,2013,Eden Gardens,Kolkata,India,Mumbai Indians,Mumbai Indians,Bat,Runs,Result,Ka Pollard,23,1,2013-05-26
398,729284,Mumbai Indians,Kolkata Knight Riders,4/16/2014,2014,Sheikh Zayed Stadium,Abu Dhabi,U.a.e,Kolkata Knight Riders,Kolkata Knight Riders,Bat,Runs,Result,Jh Kallis,41,3,2014-04-16
399,729286,Delhi Daredevils,Royal Challengers Bangalore,4/17/2014,2014,Sharjah Cricket Stadium,Abu Dhabi,U.a.e,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Wickets,Result,Ys Chahal,8,3,2014-04-17
400,729288,Chennai Super Kings,Kings Xi Punjab,4/18/2014,2014,Sheikh Zayed Stadium,Abu Dhabi,U.a.e,Chennai Super Kings,Kings Xi Punjab,Bat,Wickets,Result,Gj Maxwell,6,3,2014-04-18
401,729290,Sunrisers Hyderabad,Rajasthan Royals,4/18/2014,2014,Sheikh Zayed Stadium,Abu Dhabi,U.a.e,Rajasthan Royals,Rajasthan Royals,Field,Wickets,Result,Am Rahane,4,3,2014-04-18
402,729292,Royal Challengers Bangalore,Mumbai Indians,4/19/2014,2014,Dubai International Cricket Stadium,Abu Dhabi,U.a.e,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Wickets,Result,Pa Patel,7,3,2014-04-19
403,729294,Kolkata Knight Riders,Delhi Daredevils,4/19/2014,2014,Dubai International Cricket Stadium,Abu Dhabi,U.a.e,Kolkata Knight Riders,Delhi Daredevils,Bat,Wickets,Result,Jp Duminy,4,3,2014-04-19
404,729296,Rajasthan Royals,Kings Xi Punjab,4/20/2014,2014,Sharjah Cricket Stadium,Abu Dhabi,U.a.e,Kings Xi Punjab,Kings Xi Punjab,Field,Wickets,Result,Gj Maxwell,7,3,2014-04-20
405,729298,Chennai Super Kings,Delhi Daredevils,4/21/2014,2014,Sheikh Zayed Stadium,Abu Dhabi,U.a.e,Chennai Super Kings,Chennai Super Kings,Bat,Runs,Result,Sk Raina,93,3,2014-04-21
406,729300,Kings Xi Punjab,Sunrisers Hyderabad,4/22/2014,2014,Sharjah Cricket Stadium,Abu Dhabi,U.a.e,Sunrisers Hyderabad,Kings Xi Punjab,Field,Runs,Result,Gj Maxwell,72,3,2014-04-22
407,729302,Rajasthan Royals,Chennai Super Kings,4/23/2014,2014,Dubai International Cricket Stadium,Abu Dhabi,U.a.e,Rajasthan Royals,Chennai Super Kings,Field,Runs,Result,Ra Jadeja,7,3,2014-04-23
408,729304,Royal Challengers Bangalore,Kolkata Knight Riders,4/24/2014,2014,Sharjah Cricket Stadium,Abu Dhabi,U.a.e,Royal Challengers Bangalore,Kolkata Knight Riders,Field,Runs,Result,Ca Lynn,2,3,2014-04-24
409,729306,Sunrisers Hyderabad,Delhi Daredevils,4/25/2014,2014,Dubai International Cricket Stadium,Abu Dhabi,U.a.e,Sunrisers Hyderabad,Sunrisers Hyderabad,Bat,Runs,Result,Aj Finch,4,3,2014-04-25
410,729308,Chennai Super Kings,Mumbai Indians,4/25/2014,2014,Dubai International Cricket Stadium,Abu Dhabi,U.a.e,Mumbai Indians,Chennai Super Kings,Bat,Wickets,Result,Mm Sharma,7,3,2014-04-25
411,729310,Rajasthan Royals,Royal Challengers Bangalore,4/26/2014,2014,Sheikh Zayed Stadium,Abu Dhabi,U.a.e,Rajasthan Royals,Rajasthan Royals,Field,Wickets,Result,Pv Tambe,6,3,2014-04-26
412,729312,Kolkata Knight Riders,Kings Xi Punjab,4/26/2014,2014,Sheikh Zayed Stadium,Abu Dhabi,U.a.e,Kolkata Knight Riders,Kings Xi Punjab,Field,Runs,Result,Sandeep Sharma,23,3,2014-04-26
413,729314,Delhi Daredevils,Mumbai Indians,4/27/2014,2014,Sharjah Cricket Stadium,Abu Dhabi,U.a.e,Mumbai Indians,Delhi Daredevils,Bat,Wickets,Result,M Vijay,6,3,2014-04-27
414,729316,Sunrisers Hyderabad,Chennai Super Kings,4/27/2014,2014,Sharjah Cricket Stadium,Abu Dhabi,U.a.e,Sunrisers Hyderabad,Chennai Super Kings,Bat,Wickets,Result,Dr Smith,5,3,2014-04-27
415,729318,Kings Xi Punjab,Royal Challengers Bangalore,4/28/2014,2014,Dubai International Cricket Stadium,Abu Dhabi,U.a.e,Kings Xi Punjab,Kings Xi Punjab,Field,Wickets,Result,Sandeep Sharma,5,3,2014-04-28
416,729320,Kolkata Knight Riders,Rajasthan Royals,4/29/2014,2014,Sheikh Zayed Stadium,Abu Dhabi,U.a.e,Rajasthan Royals,Rajasthan Royals,Bat,Tie,Superover,Jp Faulkner,,3,2014-04-29
417,729322,Mumbai Indians,Sunrisers Hyderabad,4/30/2014,2014,Dubai International Cricket Stadium,Abu Dhabi,U.a.e,Mumbai Indians,Sunrisers Hyderabad,Field,Runs,Result,B Kumar,15,3,2014-04-30
418,733976,Chennai Super Kings,Kolkata Knight Riders,5/2/2014,2014,Jsca International Stadium Complex,Ranchi,India,Chennai Super Kings,Chennai Super Kings,Bat,Runs,Result,Ra Jadeja,34,1,2014-05-02
419,733978,Mumbai Indians,Kings Xi Punjab,5/3/2014,2014,Wankhede Stadium,Mumbai,India,Kings Xi Punjab,Mumbai Indians,Bat,Wickets,Result,Cj Anderson,5,1,2014-05-03
420,733980,Delhi Daredevils,Rajasthan Royals,5/3/2014,2014,Feroz Shah Kotla,Delhi,India,Rajasthan Royals,Rajasthan Royals,Field,Wickets,Result,Kk Nair,7,1,2014-05-03
421,733982,Royal Challengers Bangalore,Sunrisers Hyderabad,5/4/2014,2014,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Wickets,Result,Ab De Villiers,4,1,2014-05-04
422,733984,Rajasthan Royals,Kolkata Knight Riders,5/5/2014,2014,"Sardar Patel Stadium, Motera",Ahmedabad,India,Kolkata Knight Riders,Rajasthan Royals,Field,Runs,Result,Pv Tambe,10,1,2014-05-05
423,733986,Delhi Daredevils,Chennai Super Kings,5/5/2014,2014,Feroz Shah Kotla,Delhi,India,Chennai Super Kings,Chennai Super Kings,Field,Wickets,Result,Dr Smith,8,1,2014-05-05
424,733988,Mumbai Indians,Royal Challengers Bangalore,5/6/2014,2014,Wankhede Stadium,Mumbai,India,Royal Challengers Bangalore,Mumbai Indians,Field,Runs,Result,Rg Sharma,19,1,2014-05-06
425,733990,Delhi Daredevils,Kolkata Knight Riders,5/7/2014,2014,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Kolkata Knight Riders,Bat,Wickets,Result,G Gambhir,8,1,2014-05-07
426,733992,Kings Xi Punjab,Chennai Super Kings,5/7/2014,2014,Barabati Stadium,Cuttack,India,Chennai Super Kings,Kings Xi Punjab,Field,Runs,Result,Gj Maxwell,44,1,2014-05-07
427,733994,Rajasthan Royals,Sunrisers Hyderabad,5/8/2014,2014,"Sardar Patel Stadium, Motera",Ahmedabad,India,Rajasthan Royals,Sunrisers Hyderabad,Field,Runs,Result,B Kumar,32,1,2014-05-08
428,733996,Royal Challengers Bangalore,Kings Xi Punjab,5/9/2014,2014,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Kings Xi Punjab,Field,Runs,Result,Sandeep Sharma,32,1,2014-05-09
429,733998,Delhi Daredevils,Sunrisers Hyderabad,5/10/2014,2014,Feroz Shah Kotla,Delhi,India,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Wickets,Result,Dw Steyn,8,1,2014-05-10
430,734000,Mumbai Indians,Chennai Super Kings,5/10/2014,2014,Wankhede Stadium,Mumbai,India,Chennai Super Kings,Chennai Super Kings,Field,Wickets,Result,Dr Smith,4,1,2014-05-10
431,734002,Kings Xi Punjab,Kolkata Knight Riders,5/11/2014,2014,Barabati Stadium,Cuttack,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,Wickets,Result,G Gambhir,9,1,2014-05-11
432,734004,Royal Challengers Bangalore,Rajasthan Royals,5/11/2014,2014,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Rajasthan Royals,Bat,Wickets,Result,Jp Faulkner,5,1,2014-05-11
433,734006,Sunrisers Hyderabad,Mumbai Indians,5/12/2014,2014,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Sunrisers Hyderabad,Mumbai Indians,Bat,Wickets,Result,At Rayudu,7,1,2014-05-12
434,734008,Chennai Super Kings,Rajasthan Royals,5/13/2014,2014,Jsca International Stadium Complex,Ranchi,India,Rajasthan Royals,Chennai Super Kings,Bat,Wickets,Result,Ra Jadeja,5,1,2014-05-13
435,734010,Royal Challengers Bangalore,Delhi Daredevils,5/13/2014,2014,M Chinnaswamy Stadium,Bangalore,India,Delhi Daredevils,Royal Challengers Bangalore,Field,Runs,Result,Yuvraj Singh,16,1,2014-05-13
436,734012,Sunrisers Hyderabad,Kings Xi Punjab,5/14/2014,2014,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Kings Xi Punjab,Kings Xi Punjab,Field,Wickets,Result,Wp Saha,6,1,2014-05-14
437,734014,Kolkata Knight Riders,Mumbai Indians,5/14/2014,2014,Barabati Stadium,Cuttack,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,Wickets,Result,Rv Uthappa,6,1,2014-05-14
438,734016,Rajasthan Royals,Delhi Daredevils,5/15/2014,2014,"Sardar Patel Stadium, Motera",Ahmedabad,India,Delhi Daredevils,Rajasthan Royals,Field,Runs,Result,Am Rahane,62,1,2014-05-15
439,734018,Chennai Super Kings,Royal Challengers Bangalore,5/18/2014,2014,Jsca International Stadium Complex,Ranchi,India,Chennai Super Kings,Royal Challengers Bangalore,Bat,Wickets,Result,Ab De Villiers,5,1,2014-05-18
440,734020,Sunrisers Hyderabad,Kolkata Knight Riders,5/18/2014,2014,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Sunrisers Hyderabad,Kolkata Knight Riders,Bat,Wickets,Result,Ut Yadav,7,1,2014-05-18
441,734022,Rajasthan Royals,Mumbai Indians,5/19/2014,2014,"Sardar Patel Stadium, Motera",Ahmedabad,India,Mumbai Indians,Mumbai Indians,Bat,Runs,Result,Mek Hussey,25,1,2014-05-19
442,734024,Delhi Daredevils,Kings Xi Punjab,5/19/2014,2014,Feroz Shah Kotla,Delhi,India,Kings Xi Punjab,Kings Xi Punjab,Field,Wickets,Result,Ar Patel,4,1,2014-05-19
443,734026,Sunrisers Hyderabad,Royal Challengers Bangalore,5/20/2014,2014,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Royal Challengers Bangalore,Sunrisers Hyderabad,Bat,Wickets,Result,Da Warner,7,1,2014-05-20
444,734028,Kolkata Knight Riders,Chennai Super Kings,5/20/2014,2014,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,Wickets,Result,Rv Uthappa,8,1,2014-05-20
445,734030,Kings Xi Punjab,Mumbai Indians,5/21/2014,2014,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Mumbai Indians,Mumbai Indians,Field,Wickets,Result,Lmp Simmons,7,1,2014-05-21
446,734032,Kolkata Knight Riders,Royal Challengers Bangalore,5/22/2014,2014,Eden Gardens,Kolkata,India,Royal Challengers Bangalore,Kolkata Knight Riders,Field,Runs,Result,Rv Uthappa,30,1,2014-05-22
447,734034,Chennai Super Kings,Sunrisers Hyderabad,5/22/2014,2014,Jsca International Stadium Complex,Ranchi,India,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Wickets,Result,Da Warner,6,1,2014-05-22
448,734036,Mumbai Indians,Delhi Daredevils,5/23/2014,2014,Wankhede Stadium,Mumbai,India,Delhi Daredevils,Mumbai Indians,Field,Runs,Result,Mek Hussey,15,1,2014-05-23
449,734038,Kings Xi Punjab,Rajasthan Royals,5/23/2014,2014,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Rajasthan Royals,Kings Xi Punjab,Field,Runs,Result,Se Marsh,16,1,2014-05-23
450,734040,Royal Challengers Bangalore,Chennai Super Kings,5/24/2014,2014,M Chinnaswamy Stadium,Bangalore,India,Chennai Super Kings,Chennai Super Kings,Field,Wickets,Result,Ms Dhoni,8,1,2014-05-24
451,734042,Kolkata Knight Riders,Sunrisers Hyderabad,5/24/2014,2014,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,Wickets,Result,Yk Pathan,4,1,2014-05-24
452,734044,Kings Xi Punjab,Delhi Daredevils,5/25/2014,2014,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings Xi Punjab,Kings Xi Punjab,Field,Wickets,Result,M Vohra,7,1,2014-05-25
453,734046,Mumbai Indians,Rajasthan Royals,5/25/2014,2014,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,Field,Wickets,Result,Cj Anderson,5,1,2014-05-25
454,734048,Kings Xi Punjab,Kolkata Knight Riders,5/27/2014,2014,Eden Gardens,Kolkata,India,Kings Xi Punjab,Kolkata Knight Riders,Field,Runs,Result,Ut Yadav,28,1,2014-05-27
455,734050,Chennai Super Kings,Mumbai Indians,5/28/2014,2014,Brabourne Stadium,Mumbai,India,Chennai Super Kings,Chennai Super Kings,Field,Wickets,Result,Sk Raina,7,1,2014-05-28
456,734052,Chennai Super Kings,Kings Xi Punjab,5/30/2014,2014,Wankhede Stadium,Mumbai,India,Chennai Super Kings,Kings Xi Punjab,Field,Runs,Result,V Sehwag,24,1,2014-05-30
457,734054,Kolkata Knight Riders,Kings Xi Punjab,6/1/2014,2014,M Chinnaswamy Stadium,Bangalore,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,Wickets,Result,Mk Pandey,3,1,2014-06-01
458,829710,Kolkata Knight Riders,Mumbai Indians,4/8/2015,2015,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,Wickets,Result,M Morkel,7,1,2015-04-08
459,829712,Chennai Super Kings,Delhi Daredevils,4/9/2015,2015,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Delhi Daredevils,Chennai Super Kings,Field,Runs,Result,A Nehra,1,1,2015-04-09
460,829714,Kings Xi Punjab,Rajasthan Royals,4/10/2015,2015,Maharashtra Cricket Association Stadium,Pune,India,Kings Xi Punjab,Rajasthan Royals,Field,Runs,Result,Jp Faulkner,26,1,2015-04-10
461,829716,Chennai Super Kings,Sunrisers Hyderabad,4/11/2015,2015,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,Bat,Runs,Result,Bb Mccullum,45,1,2015-04-11
462,829718,Kolkata Knight Riders,Royal Challengers Bangalore,4/11/2015,2015,Eden Gardens,Kolkata,India,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Wickets,Result,Ch Gayle,3,1,2015-04-11
463,829720,Delhi Daredevils,Rajasthan Royals,4/12/2015,2015,Feroz Shah Kotla,Delhi,India,Rajasthan Royals,Rajasthan Royals,Field,Wickets,Result,Dj Hooda,3,1,2015-04-12
464,829722,Mumbai Indians,Kings Xi Punjab,4/12/2015,2015,Wankhede Stadium,Mumbai,India,Mumbai Indians,Kings Xi Punjab,Field,Runs,Result,Gj Bailey,18,1,2015-04-12
465,829724,Royal Challengers Bangalore,Sunrisers Hyderabad,4/13/2015,2015,M Chinnaswamy Stadium,Bangalore,India,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Wickets,Result,Da Warner,8,1,2015-04-13
466,829726,Rajasthan Royals,Mumbai Indians,4/14/2015,2015,"Sardar Patel Stadium, Motera",Ahmedabad,India,Mumbai Indians,Rajasthan Royals,Bat,Wickets,Result,Spd Smith,7,1,2015-04-14
467,829728,Kolkata Knight Riders,Chennai Super Kings,4/30/2015,2015,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,Wickets,Result,Ad Russell,7,1,2015-04-30
468,829730,Kings Xi Punjab,Delhi Daredevils,4/15/2015,2015,Maharashtra Cricket Association Stadium,Pune,India,Kings Xi Punjab,Delhi Daredevils,Bat,Wickets,Result,Ma Agarwal,5,1,2015-04-15
469,829732,Sunrisers Hyderabad,Rajasthan Royals,4/16/2015,2015,Dr. Y.s. Rajasekhara Reddy Aca-vdca Cricket Stadium,Visakhapatnam,India,Rajasthan Royals,Rajasthan Royals,Field,Wickets,Result,Am Rahane,6,1,2015-04-16
470,829734,Mumbai Indians,Chennai Super Kings,4/17/2015,2015,Wankhede Stadium,Mumbai,India,Mumbai Indians,Chennai Super Kings,Bat,Wickets,Result,A Nehra,6,1,2015-04-17
471,829736,Sunrisers Hyderabad,Delhi Daredevils,4/18/2015,2015,Dr. Y.s. Rajasekhara Reddy Aca-vdca Cricket Stadium,Visakhapatnam,India,Delhi Daredevils,Delhi Daredevils,Bat,Runs,Result,Jp Duminy,4,1,2015-04-18
472,829738,Kings Xi Punjab,Kolkata Knight Riders,4/18/2015,2015,Maharashtra Cricket Association Stadium,Pune,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,Wickets,Result,Ad Russell,4,1,2015-04-18
473,829740,Rajasthan Royals,Chennai Super Kings,4/19/2015,2015,"Sardar Patel Stadium, Motera",Ahmedabad,India,Chennai Super Kings,Rajasthan Royals,Bat,Wickets,Result,Am Rahane,8,1,2015-04-19
474,829742,Royal Challengers Bangalore,Mumbai Indians,4/19/2015,2015,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Mumbai Indians,Field,Runs,Result,Harbhajan Singh,18,1,2015-04-19
475,829744,Delhi Daredevils,Kolkata Knight Riders,4/20/2015,2015,Feroz Shah Kotla,Delhi,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,Wickets,Result,Ut Yadav,6,1,2015-04-20
476,829746,Rajasthan Royals,Kings Xi Punjab,4/21/2015,2015,"Sardar Patel Stadium, Motera",Ahmedabad,India,Kings Xi Punjab,Kings Xi Punjab,Field,Tie,Superover,Se Marsh,,1,2015-04-21
477,829748,Sunrisers Hyderabad,Kolkata Knight Riders,4/22/2015,2015,Dr. Y.s. Rajasekhara Reddy Aca-vdca Cricket Stadium,Visakhapatnam,India,Kolkata Knight Riders,Sunrisers Hyderabad,Field,Runs,Result,Da Warner,16,1,2015-04-22
478,829750,Royal Challengers Bangalore,Chennai Super Kings,4/22/2015,2015,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Chennai Super Kings,Field,Runs,Result,Sk Raina,27,1,2015-04-22
479,829752,Delhi Daredevils,Mumbai Indians,4/23/2015,2015,Feroz Shah Kotla,Delhi,India,Mumbai Indians,Delhi Daredevils,Field,Runs,Result,Ss Iyer,37,1,2015-04-23
480,829754,Rajasthan Royals,Royal Challengers Bangalore,4/24/2015,2015,"Sardar Patel Stadium, Motera",Ahmedabad,India,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Wickets,Result,Ma Starc,9,1,2015-04-24
481,829756,Mumbai Indians,Sunrisers Hyderabad,4/25/2015,2015,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,Bat,Runs,Result,Sl Malinga,20,1,2015-04-25
482,829758,Chennai Super Kings,Kings Xi Punjab,4/25/2015,2015,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,Bat,Runs,Result,Bb Mccullum,97,1,2015-04-25
483,829762,Delhi Daredevils,Royal Challengers Bangalore,4/26/2015,2015,Feroz Shah Kotla,Delhi,India,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Wickets,Result,Vr Aaron,10,1,2015-04-26
484,829764,Kings Xi Punjab,Sunrisers Hyderabad,4/27/2015,2015,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings Xi Punjab,Sunrisers Hyderabad,Field,Runs,Result,Ta Boult,20,1,2015-04-27
485,829766,Kolkata Knight Riders,Delhi Daredevils,5/7/2015,2015,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,Bat,Runs,Result,Pp Chawla,13,1,2015-05-07
486,829768,Royal Challengers Bangalore,Rajasthan Royals,4/29/2015,2015,M Chinnaswamy Stadium,Bangalore,India,Rajasthan Royals,Null,Field,No Result,No Result,Null,,1,2015-04-29
487,829770,Chennai Super Kings,Kolkata Knight Riders,4/28/2015,2015,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Kolkata Knight Riders,Chennai Super Kings,Field,Runs,Result,Dj Bravo,2,1,2015-04-28
488,829772,Delhi Daredevils,Kings Xi Punjab,5/1/2015,2015,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,Field,Wickets,Result,Nm Coulter-nile,9,1,2015-05-01
489,829774,Mumbai Indians,Rajasthan Royals,5/1/2015,2015,Wankhede Stadium,Mumbai,India,Rajasthan Royals,Mumbai Indians,Field,Runs,Result,At Rayudu,8,1,2015-05-01
490,829776,Royal Challengers Bangalore,Kolkata Knight Riders,5/2/2015,2015,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Wickets,Result,Mandeep Singh,7,1,2015-05-02
491,829778,Sunrisers Hyderabad,Chennai Super Kings,5/2/2015,2015,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Chennai Super Kings,Sunrisers Hyderabad,Field,Runs,Result,Da Warner,22,1,2015-05-02
492,829780,Kings Xi Punjab,Mumbai Indians,5/3/2015,2015,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Mumbai Indians,Mumbai Indians,Bat,Runs,Result,Lmp Simmons,23,1,2015-05-03
493,829782,Rajasthan Royals,Delhi Daredevils,5/3/2015,2015,Brabourne Stadium,Mumbai,India,Delhi Daredevils,Rajasthan Royals,Field,Runs,Result,Am Rahane,14,1,2015-05-03
494,829784,Chennai Super Kings,Royal Challengers Bangalore,5/4/2015,2015,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,Bat,Runs,Result,Sk Raina,24,1,2015-05-04
495,829786,Kolkata Knight Riders,Sunrisers Hyderabad,5/4/2015,2015,Eden Gardens,Kolkata,India,Sunrisers Hyderabad,Kolkata Knight Riders,Field,Runs,Result,Ut Yadav,35,1,2015-05-04
496,829788,Mumbai Indians,Delhi Daredevils,5/5/2015,2015,Wankhede Stadium,Mumbai,India,Delhi Daredevils,Mumbai Indians,Bat,Wickets,Result,Harbhajan Singh,5,1,2015-05-05
497,829790,Royal Challengers Bangalore,Kings Xi Punjab,5/6/2015,2015,M Chinnaswamy Stadium,Bangalore,India,Kings Xi Punjab,Royal Challengers Bangalore,Field,Runs,Result,Ch Gayle,138,1,2015-05-06
498,829792,Rajasthan Royals,Sunrisers Hyderabad,5/7/2015,2015,Brabourne Stadium,Mumbai,India,Rajasthan Royals,Sunrisers Hyderabad,Field,Runs,Result,Ejg Morgan,7,1,2015-05-07
499,829794,Chennai Super Kings,Mumbai Indians,5/8/2015,2015,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Mumbai Indians,Bat,Wickets,Result,Hh Pandya,6,1,2015-05-08
500,829796,Kolkata Knight Riders,Kings Xi Punjab,5/9/2015,2015,Eden Gardens,Kolkata,India,Kings Xi Punjab,Kolkata Knight Riders,Bat,Wickets,Result,Ad Russell,1,1,2015-05-09
501,829798,Delhi Daredevils,Sunrisers Hyderabad,5/9/2015,2015,Shaheed Veer Narayan Singh International Stadium,Raipur,India,Sunrisers Hyderabad,Sunrisers Hyderabad,Bat,Runs,Result,Mc Henriques,6,1,2015-05-09
502,829800,Mumbai Indians,Royal Challengers Bangalore,5/10/2015,2015,Wankhede Stadium,Mumbai,India,Royal Challengers Bangalore,Royal Challengers Bangalore,Bat,Runs,Result,Ab De Villiers,39,1,2015-05-10
503,829802,Chennai Super Kings,Rajasthan Royals,5/10/2015,2015,"Ma Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,Bat,Runs,Result,Ra Jadeja,12,1,2015-05-10
504,829804,Sunrisers Hyderabad,Kings Xi Punjab,5/11/2015,2015,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Sunrisers Hyderabad,Sunrisers Hyderabad,Bat,Runs,Result,Da Warner,5,1,2015-05-11
505,829806,Delhi Daredevils,Chennai Super Kings,5/12/2015,2015,Shaheed Veer Narayan Singh International Stadium,Raipur,India,Chennai Super Kings,Delhi Daredevils,Bat,Wickets,Result,Z Khan,6,1,2015-05-12
506,829808,Kings Xi Punjab,Royal Challengers Bangalore,5/13/2015,2015,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Royal Challengers Bangalore,Kings Xi Punjab,Field,Runs,Result,Ar Patel,22,1,2015-05-13
507,829810,Mumbai Indians,Kolkata Knight Riders,5/14/2015,2015,Wankhede Stadium,Mumbai,India,Kolkata Knight Riders,Mumbai Indians,Field,Runs,Result,Hh Pandya,5,1,2015-05-14
508,829812,Sunrisers Hyderabad,Royal Challengers Bangalore,5/15/2015,2015,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Sunrisers Hyderabad,Royal Challengers Bangalore,Bat,Wickets,Result,V Kohli,6,1,2015-05-15
509,829814,Kings Xi Punjab,Chennai Super Kings,5/16/2015,2015,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings Xi Punjab,Chennai Super Kings,Bat,Wickets,Result,P Negi,7,1,2015-05-16
510,829816,Rajasthan Royals,Kolkata Knight Riders,5/16/2015,2015,Brabourne Stadium,Mumbai,India,Rajasthan Royals,Rajasthan Royals,Bat,Runs,Result,Sr Watson,9,1,2015-05-16
511,829818,Royal Challengers Bangalore,Delhi Daredevils,5/17/2015,2015,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Null,Field,No Result,No Result,Null,,1,2015-05-17
